F,M,married,widowed,single,divorced,age,children,construct,education,finance,government,IT,legal,manuf,medicine,retired,secondary,tertiary,postgrad,professional,income,avbal,avtrans,decision
0.0,1.0,1.0,0.0,0.0,0.0,41.43,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5958.31,23352.22,3053.5,None
0.0,1.0,0.0,0.0,1.0,0.0,28.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,565.66,15456.75,1865.0,None
0.0,1.0,1.0,0.0,0.0,0.0,36.46,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5566.4,10965.36,3491.51,None
1.0,0.0,1.0,0.0,0.0,0.0,46.89,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2753.35,17511.0,1263.74,None
1.0,0.0,1.0,0.0,0.0,0.0,36.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,661.03,18118.42,2003.13,None
1.0,0.0,1.0,0.0,0.0,0.0,22.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6014.61,25244.07,2162.57,None
1.0,0.0,1.0,0.0,0.0,0.0,51.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8948.02,15226.9,1718.37,None
1.0,0.0,1.0,0.0,0.0,0.0,67.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2326.82,14908.37,1210.98,None
1.0,0.0,1.0,0.0,0.0,0.0,60.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2478.11,11436.23,463.68,None
1.0,0.0,1.0,0.0,0.0,0.0,38.52,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1525.86,16513.18,1277.17,None
1.0,0.0,0.0,1.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4001.88,28406.52,1328.02,None
0.0,1.0,0.0,0.0,1.0,0.0,28.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4295.75,19601.9,792.41,None
1.0,0.0,1.0,0.0,0.0,0.0,46.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3914.73,20661.76,2954.27,A
1.0,0.0,1.0,0.0,0.0,0.0,22.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2479.72,11729.49,802.0,None
0.0,1.0,0.0,0.0,1.0,0.0,30.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7188.77,50727.42,2278.04,None
1.0,0.0,0.0,0.0,1.0,0.0,28.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6163.24,11725.56,2001.96,B
0.0,1.0,1.0,0.0,0.0,0.0,38.09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10279.43,14525.43,3731.24,None
1.0,0.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7167.15,15068.04,1748.94,None
0.0,1.0,1.0,0.0,0.0,0.0,25.93,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4985.57,10973.46,2729.26,A
0.0,1.0,0.0,0.0,0.0,1.0,42.64,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6406.75,39372.53,1783.25,None
1.0,0.0,0.0,0.0,1.0,0.0,28.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9067.76,40767.69,3553.09,None
1.0,0.0,1.0,0.0,0.0,0.0,37.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6338.04,33152.18,1795.56,A
0.0,1.0,0.0,0.0,1.0,0.0,31.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5230.52,20233.27,679.47,None
0.0,1.0,1.0,0.0,0.0,0.0,29.59,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4233.5,21090.72,1054.93,None
0.0,1.0,0.0,0.0,0.0,1.0,38.89,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9464.5,29814.91,1154.4,None
1.0,0.0,0.0,1.0,0.0,0.0,81.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3500.0,23900.27,1053.77,None
0.0,1.0,0.0,0.0,1.0,0.0,24.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2333.57,9458.71,295.89,None
0.0,1.0,0.0,1.0,0.0,0.0,59.97,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2621.31,20286.26,493.89,None
1.0,0.0,0.0,0.0,0.0,1.0,36.61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1534.41,12415.32,804.11,None
0.0,1.0,0.0,0.0,1.0,0.0,23.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2987.97,42676.55,2496.35,None
0.0,1.0,0.0,0.0,1.0,0.0,42.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7914.49,24004.22,1451.04,None
1.0,0.0,1.0,0.0,0.0,0.0,43.9,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3546.13,14623.72,999.89,None
1.0,0.0,1.0,0.0,0.0,0.0,32.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4974.5,25767.69,612.52,None
1.0,0.0,0.0,1.0,0.0,0.0,59.95,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5099.66,29388.88,758.57,None
1.0,0.0,0.0,0.0,0.0,1.0,28.66,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6612.07,28284.88,3669.22,B
1.0,0.0,1.0,0.0,0.0,0.0,52.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11564.12,60286.61,4299.58,None
1.0,0.0,0.0,0.0,1.0,0.0,27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4879.99,6268.61,2323.3,None
0.0,1.0,1.0,0.0,0.0,0.0,39.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4309.54,7927.33,1483.46,A
0.0,1.0,1.0,0.0,0.0,0.0,32.84,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3448.01,18036.78,2607.85,None
1.0,0.0,1.0,0.0,0.0,0.0,50.13,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2601.39,27161.11,1472.24,A
0.0,1.0,1.0,0.0,0.0,0.0,30.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10797.6,43840.12,2832.01,None
1.0,0.0,0.0,0.0,0.0,1.0,42.65,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8979.81,17330.58,2291.6,None
1.0,0.0,1.0,0.0,0.0,0.0,39.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8191.96,25443.89,3700.28,None
0.0,1.0,0.0,0.0,1.0,0.0,46.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7119.24,33107.69,4774.8,None
1.0,0.0,0.0,0.0,0.0,1.0,30.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5358.98,22221.96,2416.88,None
0.0,1.0,1.0,0.0,0.0,0.0,68.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3873.03,13757.19,1305.14,None
1.0,0.0,1.0,0.0,0.0,0.0,58.36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2510.42,23947.57,1990.3,A
1.0,0.0,1.0,0.0,0.0,0.0,26.86,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2109.48,19095.84,1103.11,None
0.0,1.0,0.0,0.0,1.0,0.0,24.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4313.99,20201.45,697.24,None
1.0,0.0,0.0,0.0,1.0,0.0,43.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7578.07,29778.37,1781.79,None
0.0,1.0,1.0,0.0,0.0,0.0,39.95,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8882.35,40293.11,5939.93,None
1.0,0.0,0.0,0.0,0.0,1.0,65.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3328.51,10105.98,1445.43,None
1.0,0.0,1.0,0.0,0.0,0.0,48.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5584.26,20010.4,1482.22,None
1.0,0.0,1.0,0.0,0.0,0.0,39.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5295.78,21398.78,1260.13,None
1.0,0.0,0.0,0.0,1.0,0.0,21.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7253.39,8782.71,1781.74,None
0.0,1.0,1.0,0.0,0.0,0.0,41.02,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3803.47,20596.94,1690.89,None
1.0,0.0,0.0,0.0,1.0,0.0,30.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,530.51,7588.84,227.39,None
1.0,0.0,0.0,0.0,0.0,1.0,42.3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6728.16,31189.5,3695.57,None
1.0,0.0,0.0,0.0,1.0,0.0,21.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11982.47,53421.89,1783.68,B
0.0,1.0,0.0,0.0,1.0,0.0,20.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9983.88,24035.64,2787.52,None
0.0,1.0,0.0,0.0,1.0,0.0,28.86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6000.13,27015.19,2434.6,None
1.0,0.0,1.0,0.0,0.0,0.0,34.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8634.24,44913.59,2236.69,None
1.0,0.0,1.0,0.0,0.0,0.0,39.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3154.09,16423.29,748.04,None
0.0,1.0,1.0,0.0,0.0,0.0,68.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3509.98,23594.99,948.18,A
0.0,1.0,0.0,0.0,1.0,0.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14232.37,30013.32,3231.14,B
1.0,0.0,1.0,0.0,0.0,0.0,20.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1427.85,19632.56,949.35,None
1.0,0.0,0.0,1.0,0.0,0.0,63.37,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8904.19,42256.39,3002.36,None
0.0,1.0,0.0,1.0,0.0,0.0,45.64,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11076.64,39165.49,4656.02,None
0.0,1.0,0.0,0.0,1.0,0.0,43.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4856.72,29800.92,3829.94,None
1.0,0.0,0.0,0.0,0.0,1.0,69.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,465.49,10452.61,841.13,None
0.0,1.0,0.0,0.0,1.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5000.87,25165.38,2360.42,B
1.0,0.0,1.0,0.0,0.0,0.0,45.48,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1283.11,21000.74,1087.18,None
0.0,1.0,1.0,0.0,0.0,0.0,26.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1074.31,9183.26,371.26,A
1.0,0.0,1.0,0.0,0.0,0.0,41.94,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3561.05,28721.1,3967.53,None
1.0,0.0,0.0,0.0,1.0,0.0,34.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9302.75,19956.82,2997.42,None
1.0,0.0,1.0,0.0,0.0,0.0,40.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2513.18,4514.59,2096.18,A
1.0,0.0,1.0,0.0,0.0,0.0,28.15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2746.5,18205.65,3559.71,None
1.0,0.0,1.0,0.0,0.0,0.0,35.82,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11144.99,33709.7,7672.02,A
1.0,0.0,1.0,0.0,0.0,0.0,51.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9863.69,59435.66,2484.09,A
1.0,0.0,0.0,0.0,0.0,1.0,70.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1833.28,16831.52,924.95,None
1.0,0.0,0.0,1.0,0.0,0.0,58.72,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7700.25,45038.76,2355.94,None
1.0,0.0,0.0,1.0,0.0,0.0,55.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6710.38,27755.88,1209.6,None
1.0,0.0,0.0,0.0,0.0,1.0,47.29,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3900.43,15212.5,883.0,None
1.0,0.0,0.0,0.0,1.0,0.0,45.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2441.51,14167.96,924.49,None
1.0,0.0,0.0,0.0,0.0,1.0,55.73,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1818.49,13067.32,1433.77,None
0.0,1.0,0.0,1.0,0.0,0.0,51.84,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5959.18,4796.45,1720.6,None
0.0,1.0,0.0,0.0,0.0,1.0,36.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4137.5,7285.46,1989.59,None
1.0,0.0,0.0,0.0,0.0,1.0,44.72,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8372.52,28836.43,1949.38,None
1.0,0.0,1.0,0.0,0.0,0.0,22.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3085.8,16657.99,1899.98,A
0.0,1.0,0.0,0.0,0.0,1.0,25.17,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5477.83,22224.64,2056.67,None
0.0,1.0,1.0,0.0,0.0,0.0,39.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6021.57,29708.62,2023.66,A
0.0,1.0,1.0,0.0,0.0,0.0,49.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,756.7,6730.93,45.76,None
0.0,1.0,0.0,0.0,1.0,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15018.77,45120.77,4387.11,None
1.0,0.0,1.0,0.0,0.0,0.0,61.92,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1778.85,15817.56,831.48,None
0.0,1.0,0.0,1.0,0.0,0.0,43.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1662.56,14508.79,1197.35,None
1.0,0.0,0.0,0.0,1.0,0.0,27.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5001.26,19843.27,1535.52,None
1.0,0.0,0.0,1.0,0.0,0.0,41.66,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200.89,25663.49,1212.2,None
1.0,0.0,1.0,0.0,0.0,0.0,30.27,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5717.02,27100.5,1031.46,None
0.0,1.0,0.0,1.0,0.0,0.0,85.45,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2532.79,15022.52,842.1,None
0.0,1.0,1.0,0.0,0.0,0.0,49.97,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6182.02,35875.1,1303.76,None
1.0,0.0,0.0,1.0,0.0,0.0,85.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2570.37,16876.54,400.03,None
0.0,1.0,1.0,0.0,0.0,0.0,59.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5889.16,12906.45,2054.14,None
0.0,1.0,0.0,0.0,1.0,0.0,25.43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2181.87,12695.79,1233.78,None
0.0,1.0,1.0,0.0,0.0,0.0,28.38,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5657.13,17438.08,1994.03,A
1.0,0.0,0.0,0.0,1.0,0.0,23.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1793.76,16597.95,595.33,B
1.0,0.0,1.0,0.0,0.0,0.0,39.82,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7216.15,36748.76,2759.79,None
1.0,0.0,1.0,0.0,0.0,0.0,40.04,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,664.5,15280.47,1111.38,A
0.0,1.0,0.0,0.0,0.0,1.0,27.47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8361.6,45263.75,3473.89,B
0.0,1.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4092.2,10312.22,1027.52,None
0.0,1.0,1.0,0.0,0.0,0.0,49.42,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9004.81,36040.94,2204.53,None
1.0,0.0,1.0,0.0,0.0,0.0,53.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6527.98,19557.48,746.47,A
1.0,0.0,0.0,0.0,1.0,0.0,24.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4995.33,26083.81,1597.76,None
0.0,1.0,0.0,0.0,1.0,0.0,25.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1990.25,17078.56,1141.5,None
1.0,0.0,1.0,0.0,0.0,0.0,64.84,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7233.79,41562.61,2924.97,A
0.0,1.0,1.0,0.0,0.0,0.0,39.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6496.27,29977.98,2885.32,None
1.0,0.0,0.0,0.0,1.0,0.0,28.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4007.31,15915.4,1159.84,None
1.0,0.0,1.0,0.0,0.0,0.0,39.52,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4166.72,15307.29,236.68,A
0.0,1.0,1.0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13632.16,39115.7,1235.37,None
0.0,1.0,1.0,0.0,0.0,0.0,58.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2605.72,8699.05,530.08,A
0.0,1.0,1.0,0.0,0.0,0.0,40.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3233.24,20215.56,1121.44,A
0.0,1.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3470.55,16974.69,1080.62,None
0.0,1.0,0.0,0.0,0.0,1.0,36.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5187.16,23739.22,3320.07,None
0.0,1.0,0.0,0.0,0.0,1.0,29.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10241.25,24121.35,2439.98,None
0.0,1.0,1.0,0.0,0.0,0.0,26.64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,508.1,14406.19,1713.48,None
0.0,1.0,1.0,0.0,0.0,0.0,28.13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3821.92,21615.32,823.58,None
0.0,1.0,0.0,1.0,0.0,0.0,65.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2767.03,10176.98,1795.02,None
0.0,1.0,0.0,0.0,0.0,1.0,31.46,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1989.72,11991.44,303.69,None
0.0,1.0,1.0,0.0,0.0,0.0,25.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9756.36,55843.17,5122.79,A
0.0,1.0,0.0,0.0,1.0,0.0,21.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1790.78,20102.4,2204.08,None
1.0,0.0,0.0,0.0,0.0,1.0,57.43,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3149.69,12134.08,795.49,None
1.0,0.0,1.0,0.0,0.0,0.0,39.84,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4421.93,28299.57,2460.58,None
1.0,0.0,1.0,0.0,0.0,0.0,22.43,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1258.07,8635.55,1809.69,A
1.0,0.0,0.0,0.0,0.0,1.0,52.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2968.22,21291.19,1369.14,None
0.0,1.0,0.0,0.0,1.0,0.0,32.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7258.44,38175.67,3227.52,None
1.0,0.0,0.0,0.0,0.0,1.0,37.37,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6633.34,16885.31,3406.88,None
1.0,0.0,0.0,0.0,0.0,1.0,44.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12715.7,17442.26,4972.58,None
1.0,0.0,1.0,0.0,0.0,0.0,29.01,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7488.13,36289.03,806.72,None
0.0,1.0,1.0,0.0,0.0,0.0,26.59,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8602.03,17002.21,2037.79,None
