,index,sex,mstatus,age,children,occupation,education,income,avbal,avtrans,decision,predict_score
295,296,F,widowed,85.5,1,retired,tertiary,2570.37,16876.54,400.03,None,3.6108280565173603
296,297,M,divorced,66.09,0,retired,secondary,534.9,7015.03,788.32,None,3.5748378715240516
297,298,F,married,67.67,3,retired,postgrad,3972.5,19529.2,1445.9,A,4.306903297790397
298,299,F,married,69.84,3,retired,postgrad,3073.23,33108.03,424.79,A,4.022892656506592
299,300,F,single,42.04,0,government,secondary,2141.49,18951.46,795.97,None,4.606282481670867
300,301,M,married,50.59,0,manuf,tertiary,3085.8,35105.37,891.45,None,4.957456944435737
301,302,F,married,58.67,2,IT,secondary,2461.32,11150.49,1260.11,None,4.338317841580774
302,303,F,widowed,53.6,1,education,tertiary,3337.16,28301.52,1257.7,None,4.931255940686892
303,304,M,single,28.58,0,IT,tertiary,7339.9,13364.08,1591.63,B,4.79031196491111
304,305,F,widowed,70.46,2,retired,postgrad,5797.28,33672.38,519.92,None,4.196038678184154
305,306,F,single,23.56,0,IT,postgrad,5704.32,17544.8,3000.02,None,5.138581027356256
306,307,F,married,40.0,2,manuf,tertiary,4247.5,20500.39,1443.43,A,4.885096355345048
307,308,M,divorced,41.63,2,manuf,tertiary,5588.66,16456.78,1150.25,None,4.884917170150226
308,309,M,widowed,50.85,4,manuf,postgrad,9310.84,25973.99,2505.14,None,5.431646162287928
309,310,F,married,42.4,0,government,tertiary,5188.82,20342.63,1445.37,None,4.946569927466861
310,311,F,married,63.48,2,legal,postgrad,9463.68,17361.7,3999.6,None,5.119363670558335
311,312,M,married,46.15,2,legal,secondary,2729.69,18324.89,2709.47,None,5.211196776022007
312,313,F,single,35.34,0,government,tertiary,5452.64,5402.37,2343.84,None,4.571113949178511
313,314,F,married,49.66,1,IT,postgrad,7505.61,46430.14,2997.21,None,5.491803965274759
314,315,M,widowed,57.88,1,medicine,secondary,5382.84,21458.64,1585.45,None,4.923407356278366
315,316,F,married,39.01,2,construct,tertiary,5382.84,21458.64,1585.45,None,4.937241283243349
316,317,F,single,43.1,0,construct,secondary,5382.84,21458.64,1585.45,None,5.0143629974446124
317,318,F,single,27.59,0,government,tertiary,7485.82,21420.86,2433.15,None,5.10331801222622
318,319,M,single,24.41,0,construct,tertiary,7485.82,21420.86,2433.15,None,5.169163305710622
319,320,F,single,27.98,0,government,professional,8888.45,51543.76,1953.44,None,5.347356798876403
320,321,F,married,23.88,1,legal,professional,12039.95,51404.59,3137.56,None,5.441818788333537
321,322,F,married,38.36,2,government,secondary,3303.45,8427.29,1217.02,None,4.300857814785857
322,323,M,divorced,39.76,4,IT,tertiary,7747.57,21820.13,2569.67,None,5.32464814116041
323,324,F,married,67.02,0,retired,tertiary,2161.14,15849.68,1348.57,A,4.094335358348887
324,325,M,married,39.63,1,manuf,tertiary,7793.29,20860.62,1468.64,A,5.064461749042519
325,326,F,single,20.73,0,IT,secondary,2948.88,12580.51,721.98,None,4.223137871403746
326,327,M,married,32.03,3,IT,postgrad,9066.49,32186.72,2999.98,None,5.506541554276073
327,328,M,widowed,89.91,2,retired,tertiary,3830.58,16578.83,1259.18,None,4.006821579338261
328,329,M,married,39.04,2,construct,postgrad,3830.58,16578.83,1259.18,A,4.944137916257775
329,330,M,married,68.51,1,retired,tertiary,4215.06,4563.31,1651.31,A,3.892252429541996
330,331,F,married,38.74,0,manuf,tertiary,5024.36,25499.6,1074.15,None,4.827218604585382
331,332,M,married,42.07,1,manuf,tertiary,5637.61,36424.14,989.58,A,5.113910739569446
332,333,M,single,32.64,0,manuf,tertiary,3837.49,22595.95,1480.21,None,4.986470237081156
333,334,F,married,50.11,1,finance,secondary,843.07,16185.91,445.06,A,4.173741732368854
334,335,F,married,55.2,1,IT,secondary,1583.69,16304.24,659.55,None,4.255037932421308
335,336,F,divorced,27.37,4,IT,secondary,1987.63,15818.82,1099.65,None,4.489094917965588
336,337,M,widowed,58.83,2,finance,secondary,2864.27,7819.02,650.9,None,4.087887319452493
337,338,M,married,39.95,4,legal,postgrad,8882.35,40293.11,5939.93,None,5.882513114620609
338,339,M,single,33.3,0,IT,secondary,2138.89,22048.03,265.22,None,4.298498378488849
339,340,M,single,20.94,0,finance,secondary,2014.88,8745.38,1850.98,None,4.524139884580745
340,341,M,divorced,47.09,2,construct,secondary,2014.88,8745.38,1850.98,None,4.699559617474794
341,342,F,married,34.21,1,legal,tertiary,8891.85,42118.33,2018.23,A,5.186806723880493
342,343,F,married,49.38,0,construct,secondary,8891.85,42118.33,2018.23,A,5.176145993647392
343,344,F,divorced,65.66,1,retired,secondary,872.52,9633.83,708.01,None,3.598974750661303
344,345,F,divorced,53.49,0,legal,postgrad,10167.85,30890.61,5220.9,None,5.573509894544219
345,346,F,married,59.56,2,IT,secondary,1738.57,16035.35,1301.17,None,4.4924587547700785
346,347,M,single,35.89,0,manuf,postgrad,3777.18,25017.73,2498.86,None,5.367239586865509
347,348,F,married,37.94,2,construct,professional,3777.18,25017.73,2498.86,A,5.246948751550899
348,349,M,married,39.63,0,finance,professional,12048.15,34593.71,7299.56,None,6.269364569517252
349,350,M,single,29.44,0,construct,professional,12048.15,34593.71,7299.56,None,6.154714649664328
350,351,F,single,27.79,0,manuf,secondary,3197.57,11993.19,1374.47,None,4.4851747992156294
351,352,F,married,32.96,2,IT,tertiary,7467.59,34680.22,1984.68,None,5.13331502844726
352,353,M,single,23.21,0,government,postgrad,2987.97,42676.55,2496.35,None,5.3973940847964474
353,354,F,single,33.99,0,manuf,secondary,3052.68,12092.85,851.02,None,4.32311692158701
354,355,F,married,50.18,0,finance,secondary,511.38,7457.52,1153.44,None,4.177291607241354
355,356,F,married,41.31,2,construct,secondary,511.38,7457.52,1153.44,None,4.2339542046840135
356,357,F,divorced,38.84,1,finance,postgrad,9518.87,14494.98,1667.17,None,4.960218503325807
357,358,M,married,48.96,0,construct,tertiary,9518.87,14494.98,1667.17,A,4.9682851954222755
358,359,F,divorced,70.1,1,retired,secondary,1833.28,16831.52,924.95,None,3.9666533170951706
359,360,F,divorced,37.96,2,government,tertiary,7573.87,7463.45,582.86,None,4.155544334651379
360,361,F,married,37.81,0,manuf,tertiary,6670.27,25640.38,527.66,None,4.5625443795282665
361,362,M,divorced,62.28,3,construct,tertiary,6670.27,25640.38,527.66,None,4.612495249862387
362,363,M,married,25.93,2,IT,tertiary,4985.57,10973.46,2729.26,A,4.901315870034338
363,364,F,married,48.21,1,construct,tertiary,4985.57,10973.46,2729.26,A,4.89453756830518
364,365,M,married,28.07,0,government,tertiary,5002.68,12144.19,2225.71,None,4.876252860114444
365,366,F,married,35.48,1,manuf,secondary,3356.19,8739.98,294.13,None,3.8099844726748264
366,367,M,married,39.2,3,manuf,postgrad,2889.19,12049.87,2636.81,None,5.110018292342815
367,368,M,divorced,45.01,3,finance,tertiary,8859.35,15480.89,1845.23,None,5.150277376770948
368,369,F,single,26.23,0,manuf,tertiary,4951.78,26957.78,761.54,None,4.67389705628674
369,370,F,married,35.93,2,manuf,tertiary,3124.31,17124.01,867.15,A,4.51261382799734
370,371,M,married,38.63,2,IT,tertiary,6307.21,25866.39,716.93,A,4.828799361913752
371,372,F,widowed,55.1,1,legal,tertiary,6710.38,27755.88,1209.6,None,4.924955103848199
372,373,M,divorced,69.66,0,retired,postgrad,5657.63,25986.84,1349.48,None,4.557347145367047
373,374,M,single,18.05,0,construct,tertiary,5657.63,25986.84,1349.48,None,4.96316694879129
374,375,F,married,38.33,0,IT,secondary,1708.38,15048.69,480.3,None,4.179020784274284
375,376,F,widowed,81.56,2,retired,tertiary,3960.11,15056.3,679.79,None,3.8181867688719633
376,377,F,divorced,71.72,1,retired,tertiary,2836.73,7133.06,243.67,None,3.2874984352168743
377,378,F,single,47.55,0,manuf,tertiary,7760.13,13585.9,1608.84,None,4.875566465474913
378,379,F,married,37.95,2,manuf,tertiary,6338.04,33152.18,1795.56,A,5.1326088621753865
379,380,M,married,39.2,2,IT,tertiary,6021.57,29708.62,2023.66,A,5.323760520685288
380,381,M,widowed,59.76,2,finance,postgrad,7019.95,12112.66,3000.81,None,5.061482306951007
381,382,F,divorced,38.53,1,construct,tertiary,7019.95,12112.66,3000.81,None,5.018977038684827
382,383,F,married,59.65,0,IT,tertiary,3420.04,24980.83,3009.88,None,5.12536121588078
383,384,F,divorced,42.3,1,finance,postgrad,4630.31,28998.11,3166.05,None,5.557175589537957
384,385,F,divorced,26.6,1,government,secondary,1804.89,10185.35,687.71,None,4.104129460244602
385,386,M,single,43.98,0,manuf,professional,4856.72,29800.92,3829.94,None,5.73913194080713
386,387,F,single,40.55,0,legal,tertiary,7035.51,44155.93,3188.92,None,5.526263407358863
387,388,M,single,47.89,0,manuf,secondary,1426.36,4914.78,1328.45,None,4.320105130367695
388,389,M,married,49.97,3,finance,tertiary,6182.02,35875.1,1303.76,None,5.1631249138680175
389,390,F,single,45.12,0,government,secondary,2441.51,14167.96,924.49,None,4.596308614313932
390,391,M,married,59.58,0,education,secondary,2973.54,3234.87,1017.62,None,3.9880284369791004
391,392,F,married,44.07,2,finance,secondary,767.75,11850.44,1325.96,None,4.573570936064826
392,393,M,married,37.71,0,legal,secondary,3216.32,7789.15,1319.78,None,4.445168680645906
393,394,M,married,43.64,2,manuf,secondary,1926.66,14675.0,1185.01,None,4.775640054108841
394,395,M,single,25.99,0,education,professional,11239.19,55977.79,4318.37,None,5.7118926023170244
395,396,M,single,27.74,0,construct,postgrad,11239.19,55977.79,4318.37,B,5.719517902904959
396,397,F,married,40.87,2,legal,secondary,2884.27,10959.44,1065.22,None,4.391441545681749
397,398,M,married,44.59,2,education,professional,6724.33,30160.66,3153.15,None,5.725904913770311
398,399,F,single,24.72,0,construct,tertiary,6724.33,30160.66,3153.15,None,5.305859818169786
399,400,M,single,19.69,0,finance,tertiary,5937.34,25586.27,1342.67,None,4.960796623629506
400,401,M,widowed,57.03,0,government,tertiary,4441.41,1590.23,748.14,None,3.8389718605787224
401,402,F,married,30.93,2,government,tertiary,4180.72,8735.23,1499.7,A,4.422523736107766
402,403,F,married,39.52,2,government,secondary,4166.72,15307.29,236.68,A,4.071413835615744
403,404,F,divorced,32.59,1,IT,tertiary,4906.49,23105.66,1834.93,None,5.026982362823394
404,405,F,single,22.22,0,government,postgrad,5636.37,25011.36,2535.67,None,5.2263572125826485
405,406,M,divorced,47.06,1,finance,secondary,1257.84,19956.19,425.87,None,4.480276052746758
406,407,F,married,39.96,3,IT,secondary,2253.39,13349.16,777.23,A,4.323124970806294
407,408,F,divorced,47.29,4,education,postgrad,3900.43,15212.5,883.0,None,4.733011065777422
408,409,F,married,40.26,1,IT,secondary,3286.1,18494.87,1221.27,None,4.6735728517841455
409,410,F,single,28.0,0,government,secondary,1843.91,4531.9,1208.46,None,4.048527814387569
410,411,M,married,57.46,1,legal,secondary,4661.25,23557.58,1737.89,None,4.999000002891211
411,412,F,divorced,42.3,3,legal,tertiary,6728.16,31189.5,3695.57,None,5.533008808273779
412,413,F,married,40.0,0,IT,postgrad,10653.49,30033.14,4103.15,None,5.504462385111282
413,414,F,divorced,50.04,1,manuf,tertiary,5298.03,33920.4,1500.14,None,5.13477313481258
414,415,F,divorced,51.41,1,IT,secondary,3434.82,17621.82,1209.87,None,4.681261374084158
415,416,M,single,41.63,0,finance,secondary,1282.0,15890.52,1446.68,None,4.829510705637951
416,417,M,single,20.0,0,IT,tertiary,6776.93,32781.6,2804.99,None,5.356044282283152
417,418,M,married,25.31,2,IT,secondary,2015.87,14953.83,1199.88,None,4.570475824615477
418,419,F,married,40.15,1,government,postgrad,7538.49,4638.31,1880.18,None,4.524538928012235
419,420,M,divorced,47.2,2,finance,secondary,2360.47,13504.55,2195.52,None,4.96096709273072
420,421,F,married,49.11,2,finance,tertiary,9219.76,28814.28,1230.7,A,4.961503096893228
421,422,M,married,32.64,1,legal,tertiary,10283.55,30008.13,1748.56,A,5.195973099616172
422,423,M,single,18.13,0,education,tertiary,2349.42,9989.01,1007.41,None,4.3863345679842265
423,424,F,single,34.08,0,IT,tertiary,3995.66,16378.48,2116.76,None,4.945460255516845
424,425,F,single,36.11,0,manuf,tertiary,6934.92,26534.28,1434.66,None,5.01599889134827
425,426,M,single,45.81,0,IT,secondary,1743.26,14885.43,1206.65,None,4.7704866172094595
426,427,F,divorced,41.38,4,manuf,postgrad,7996.04,35515.14,2094.92,None,5.446015520929722
427,428,F,divorced,66.65,1,retired,postgrad,4425.45,29600.36,1122.1,None,4.4386841686153415
428,429,F,married,37.75,3,education,secondary,2044.98,13226.12,181.69,None,3.9049357724628413
429,430,M,single,27.22,0,government,tertiary,4706.28,20140.35,1368.86,None,4.880438096221264
430,431,F,single,27.96,0,government,tertiary,7295.89,25399.72,1505.92,None,4.962472616589786
431,432,F,divorced,44.79,1,finance,secondary,1093.26,17643.79,1357.15,None,4.844039607352622
432,433,M,divorced,59.06,2,education,secondary,1539.08,21834.78,776.93,None,4.560452216091389
433,434,M,single,24.35,0,manuf,secondary,2048.54,11285.16,978.51,None,4.359003738694043
434,435,F,divorced,41.92,2,government,postgrad,2500.22,16570.72,2739.64,None,5.248666291108973
435,436,F,divorced,72.92,2,retired,postgrad,5358.66,10731.84,1063.16,None,3.986832287052058
436,437,F,divorced,48.5,0,construct,postgrad,5358.66,10731.84,1063.16,None,4.637142319340482
437,438,M,divorced,46.27,0,manuf,tertiary,5797.69,36154.76,1410.4,None,5.282314155134133
438,439,F,single,29.83,0,government,postgrad,7797.2,25054.15,3970.1,None,5.386834180602337
439,440,M,widowed,79.78,0,retired,tertiary,3667.55,15010.56,665.02,None,3.9006346542043238
440,441,M,single,21.53,0,IT,tertiary,9941.92,18677.31,2009.22,None,5.0297787520178865
441,442,F,divorced,41.65,0,education,tertiary,3176.8,20000.59,780.2,None,4.717918280396919
442,443,F,single,45.23,0,government,postgrad,6684.38,27636.88,3950.75,None,5.64061454863775
443,444,F,single,23.55,0,legal,secondary,3000.36,26802.91,929.53,None,4.646332112124462
444,445,M,widowed,59.71,2,education,secondary,2647.72,12061.22,84.43,None,3.8607216896146834
445,446,M,divorced,41.72,2,government,tertiary,2485.13,23438.27,1462.45,None,5.11503839113765
446,447,M,married,32.63,4,finance,secondary,1730.58,16511.9,1851.99,None,4.837410902721937
447,448,F,divorced,27.43,2,education,secondary,2035.53,11471.68,439.72,None,4.021428408173554
448,449,F,married,56.83,1,finance,secondary,2371.89,21955.26,1614.6,None,4.756796145487311
449,450,F,married,33.35,1,legal,tertiary,4437.66,19844.82,2489.46,A,5.020475163652844
450,451,F,single,25.82,0,finance,tertiary,2350.48,26244.81,2214.36,None,5.083440080443106
451,452,F,married,59.96,0,finance,tertiary,7351.53,33034.05,674.53,None,4.640738114473311
452,453,M,divorced,43.19,0,government,tertiary,4449.75,22624.1,1274.35,None,5.10338934132333
453,454,M,divorced,41.15,0,finance,secondary,738.95,15779.52,1382.27,None,4.781914151117181
454,455,F,married,51.92,1,education,postgrad,4892.6,25482.14,2894.78,A,5.284264105948505
455,456,M,married,36.28,1,education,secondary,1591.0,10211.59,916.71,None,4.354565616856667
456,457,F,married,51.17,0,IT,postgrad,9308.28,30079.84,1885.25,None,5.206218926632042
457,458,M,single,27.51,0,manuf,tertiary,6062.1,20560.95,1295.14,None,4.8770670749636515
458,459,F,married,28.16,1,legal,tertiary,2880.85,29718.85,2538.6,A,5.12525320166983
459,460,M,married,68.16,0,retired,secondary,1951.32,2700.51,765.54,None,3.338030132294946
460,461,F,single,34.0,0,finance,tertiary,7185.3,23265.02,1103.85,None,4.8331556127297235
461,462,F,single,44.57,0,manuf,secondary,1674.91,14522.72,488.82,None,4.385847836307745
462,463,F,married,36.81,2,manuf,tertiary,5223.23,19613.9,2069.82,None,4.983741454949518
463,464,M,married,30.86,3,manuf,tertiary,4975.3,17166.43,1169.43,None,4.762150784111697
464,465,F,single,41.86,0,finance,postgrad,3652.92,30785.56,3152.84,None,5.554655674678713
465,466,M,single,32.12,0,IT,tertiary,6000.39,24503.51,787.1,None,4.769667881923245
466,467,F,married,38.82,2,finance,professional,12786.15,33769.61,2758.88,None,5.425023676452959
467,468,M,married,55.76,1,government,postgrad,13393.43,3794.19,2492.07,None,4.641207953585097
468,469,F,single,27.94,0,IT,secondary,2987.61,13622.4,547.52,None,4.1811206359223885
469,470,M,single,47.48,0,manuf,secondary,1138.75,6919.85,341.5,None,3.962090861862271
470,471,F,divorced,64.89,2,manuf,secondary,1791.56,11295.41,799.94,None,4.1914232340290685
471,472,M,widowed,58.66,0,government,tertiary,5006.93,10404.44,1448.95,None,4.624301866807015
472,473,F,single,28.03,0,IT,tertiary,6163.24,11725.56,2001.96,B,4.750877062809664
473,474,M,divorced,31.26,1,manuf,professional,3514.06,55554.49,3809.98,None,5.674877910870708
474,475,F,widowed,58.72,1,IT,professional,7700.25,45038.76,2355.94,None,5.364268105243126
475,476,M,divorced,67.84,2,retired,postgrad,2625.81,20696.63,867.35,None,4.239083966773172
476,477,M,single,27.05,0,finance,secondary,2374.29,16314.95,746.54,None,4.428557683345479
477,478,M,married,38.76,2,finance,professional,16070.13,49844.14,4705.1,None,5.7940229830726935
478,479,M,divorced,42.64,2,government,tertiary,6406.75,39372.53,1783.25,None,5.402974207643645
479,480,M,divorced,45.32,1,medicine,tertiary,10719.57,29524.05,2074.57,None,5.453616434404136
480,481,M,single,23.65,0,manuf,secondary,1121.06,12028.5,1285.31,None,4.478906529883127
481,482,F,divorced,71.11,0,retired,tertiary,3261.51,12437.5,1138.77,None,4.003564456720049
482,483,F,married,30.46,0,government,postgrad,8210.81,13904.08,2881.68,A,4.990952691728088
483,484,F,married,43.98,2,legal,secondary,3165.79,8494.17,1903.63,None,4.630323011402115
484,485,F,single,20.28,0,legal,tertiary,6781.92,21991.83,2884.0,B,5.151032264870803
485,486,F,married,26.86,2,education,tertiary,2109.48,19095.84,1103.11,None,4.5739289868505235
486,487,M,widowed,51.84,2,education,tertiary,5959.18,4796.45,1720.6,None,4.4960423920058785
487,488,M,married,35.5,0,IT,postgrad,13632.16,39115.7,1235.37,None,5.21345724808935
488,489,M,married,40.83,0,finance,tertiary,4203.52,17934.65,1215.02,None,4.916503563885634
489,490,M,single,25.53,0,IT,secondary,1990.25,17078.56,1141.5,None,4.607860150094798
490,491,M,divorced,34.9,0,government,secondary,2564.85,18698.4,768.51,None,4.553768743604842
491,492,M,divorced,57.09,1,finance,postgrad,12961.14,29922.37,1981.44,None,5.316006886231655
492,493,M,single,40.81,0,education,tertiary,3907.75,19774.9,1484.8,None,5.046239997231242
493,494,M,married,67.7,2,retired,tertiary,3500.03,15629.71,361.46,None,3.798262891540532
494,495,M,married,38.96,3,finance,secondary,1926.55,15713.06,875.48,A,4.569492831746018
495,496,M,married,45.42,4,construct,professional,1926.55,15713.06,875.48,A,4.862979733324389
496,497,F,single,28.01,0,legal,secondary,2312.22,16175.42,1226.34,None,4.555156017185229
497,498,M,divorced,59.35,1,manuf,tertiary,7478.17,4814.42,2436.66,None,4.5870409113562225
498,499,F,single,23.14,0,education,secondary,1793.76,16597.95,595.33,B,4.261991396106324
499,500,F,single,25.05,0,finance,secondary,2569.11,18864.38,724.63,None,4.405383645248611
500,501,F,divorced,52.36,2,government,professional,11524.54,20139.88,6080.2,None,5.562874268154911
501,502,F,married,52.27,0,medicine,professional,11564.12,60286.61,4299.58,None,5.716662975043045
502,503,F,married,39.84,3,finance,tertiary,4421.93,28299.57,2460.58,None,5.23836132251384
503,504,M,widowed,45.28,4,legal,tertiary,7000.99,19806.22,2508.43,None,5.374590348149415
504,505,F,married,36.61,0,finance,secondary,661.03,18118.42,2003.13,None,4.777625924554652
505,506,M,married,20.2,0,construct,tertiary,661.03,18118.42,2003.13,None,4.908599542364069
506,507,F,divorced,47.56,3,finance,postgrad,8414.09,41495.14,2999.48,None,5.598593904717578
507,508,F,single,28.17,0,education,tertiary,4007.31,15915.4,1159.84,None,4.626399820785209
508,509,M,single,27.84,0,government,tertiary,3327.88,5597.75,1518.82,None,4.3904762534724195
509,510,F,single,32.37,0,finance,tertiary,2588.95,15714.75,3062.53,None,5.0303299533750305
510,511,F,single,25.82,0,finance,postgrad,7689.36,33416.4,1990.2,None,5.241405415180811
511,512,F,married,33.64,0,education,tertiary,3473.84,19627.13,206.98,None,4.158119817737525
512,513,M,single,39.5,0,IT,tertiary,7128.14,26372.59,2004.44,None,5.289233057364818
513,514,M,single,23.73,0,government,tertiary,4964.64,33168.59,1383.66,None,5.0556543984578655
514,515,F,single,40.04,0,finance,tertiary,6009.25,22844.52,1212.4,None,4.942476561018266
515,516,M,single,25.08,0,manuf,postgrad,9923.55,15604.72,2390.99,B,5.105047425121713
516,517,F,married,54.59,2,manuf,secondary,1086.68,12004.37,1325.86,None,4.391341059556039
517,518,M,married,32.14,0,construct,professional,1086.68,12004.37,1325.86,None,4.686705902387372
518,519,M,divorced,28.32,2,government,secondary,2545.87,16096.29,669.68,None,4.393066617541195
519,520,F,married,38.67,2,finance,tertiary,6010.26,24031.64,1818.17,None,5.044512941169084
520,521,M,single,28.51,0,legal,tertiary,6886.37,29409.99,2183.31,None,5.250820754911417
521,522,F,married,39.94,0,manuf,tertiary,2422.48,19799.41,671.26,None,4.535394005849419
522,523,F,divorced,72.76,3,retired,secondary,1720.76,9972.16,507.67,None,3.51334874293525
523,524,F,divorced,65.93,1,retired,secondary,369.52,11737.27,501.45,None,3.546746126407024
524,525,M,married,37.34,2,manuf,tertiary,5386.55,36293.6,2308.35,None,5.3893344896025095
525,526,F,widowed,63.37,1,finance,postgrad,8904.19,42256.39,3002.36,None,5.415432272727996
526,527,M,single,20.06,0,finance,tertiary,2431.12,26988.85,2345.84,None,5.180256759320374
527,528,F,married,67.27,0,retired,secondary,849.11,9750.49,808.63,None,3.572536501968174
528,529,F,divorced,37.47,1,education,professional,2280.32,36550.24,4633.44,None,5.544997164387791
529,530,F,married,39.88,1,finance,secondary,1669.85,21423.57,1399.68,None,4.765099425621431
530,531,F,married,31.23,2,education,secondary,2642.01,19508.46,966.06,A,4.484183051267347
531,532,F,married,63.52,3,government,secondary,2723.4,21821.02,1324.28,None,4.639728000108813
532,533,M,married,24.03,1,IT,secondary,668.36,8383.41,1290.08,A,4.316928773156502
533,534,F,married,31.49,0,finance,postgrad,6800.7,44445.76,4463.2,None,5.473518649304543
534,535,F,widowed,81.65,1,retired,tertiary,3500.0,23900.27,1053.77,None,4.181164669551658
535,536,F,single,27.66,0,finance,secondary,3496.41,25664.44,1258.45,B,4.776585621544806
536,537,M,divorced,56.74,2,construct,secondary,3496.41,25664.44,1258.45,None,4.876322621902779
537,538,M,married,39.47,3,construct,professional,3496.41,25664.44,1258.45,None,5.1310235264431965
538,539,F,single,47.27,0,construct,secondary,3496.41,25664.44,1258.45,None,4.929493638735023
539,540,M,widowed,74.32,2,retired,postgrad,5635.27,29054.95,1202.14,None,4.526438607787864
540,541,F,single,22.18,0,IT,secondary,1978.39,24109.96,1201.7,None,4.697223597844243
541,542,M,single,28.09,0,government,secondary,4328.09,17795.27,476.61,B,4.350679886118695
542,543,M,single,28.0,0,finance,tertiary,3490.7,23951.87,2029.82,None,5.119451701718433
543,544,M,divorced,49.02,2,finance,tertiary,2103.48,18577.7,995.2,None,4.793957183257236
544,545,F,divorced,33.37,1,medicine,secondary,782.64,15740.16,2098.98,None,4.779420796094843
545,546,M,married,53.59,3,government,secondary,2973.28,12826.05,947.26,A,4.478522590619856
546,547,M,married,59.33,1,medicine,postgrad,5827.99,51649.47,5181.0,None,5.6935206869874
547,548,F,married,40.0,0,finance,secondary,1927.54,8991.29,1003.8,None,4.252387896898767
548,549,F,divorced,59.63,3,finance,postgrad,12837.16,15063.45,3669.4,None,5.149198017461572
549,550,F,married,42.64,1,government,tertiary,6464.9,20359.66,724.33,None,4.675652601115146
550,551,F,single,47.58,0,government,tertiary,2772.29,37824.75,1302.39,None,5.112028663426976
551,552,M,married,45.57,0,legal,tertiary,7436.51,29997.64,2585.14,None,5.532118734745479
552,553,F,single,23.23,0,manuf,postgrad,8593.5,25264.35,1916.31,None,5.131148760054583
553,554,M,married,32.28,2,manuf,tertiary,3558.33,19216.65,713.24,A,4.609947534797197
554,555,F,married,61.78,2,government,secondary,2573.98,12465.27,673.91,A,4.123098853584967
555,556,F,divorced,26.02,4,IT,postgrad,7491.84,32860.11,3965.97,None,5.453467530220905
556,557,F,divorced,43.12,2,education,professional,8206.02,13127.97,3001.39,None,5.254533347733906
557,558,M,divorced,37.27,3,manuf,professional,16029.98,6796.77,5218.89,None,5.097996458590615
558,559,M,divorced,28.27,1,finance,tertiary,8350.2,37003.44,1985.23,None,5.26699462650658
559,560,M,married,39.54,0,manuf,tertiary,4309.54,7927.33,1483.46,A,4.630245483732752
560,561,F,divorced,25.4,0,manuf,postgrad,9358.84,22671.85,2623.8,None,5.225325762783758
561,562,F,married,64.84,1,education,professional,7233.79,41562.61,2924.97,A,5.316454021042916
562,563,F,single,21.01,0,government,professional,11982.47,53421.89,1783.68,B,5.313015070484065
563,564,F,single,31.34,0,IT,postgrad,9092.44,17367.56,3472.77,None,5.224812384052553
564,565,F,widowed,83.39,3,retired,postgrad,4534.29,18716.42,890.08,None,4.047226637538493
565,566,F,single,19.48,0,manuf,tertiary,5784.71,17111.17,2196.83,None,4.9330830361142315
566,567,M,married,49.75,1,government,tertiary,2964.94,29658.66,673.27,None,4.825240501638825
567,568,M,married,39.52,2,manuf,secondary,2219.61,16136.1,280.08,A,4.253772117184534
568,569,F,single,28.0,0,construct,secondary,2219.61,16136.1,280.08,None,4.069030391041098
569,570,M,married,40.87,1,construct,secondary,2219.61,16136.1,280.08,None,4.2798652384169165
570,571,F,married,29.26,1,IT,secondary,1980.27,12651.33,1287.25,None,4.390671896782514
571,572,M,divorced,48.92,2,IT,professional,10970.75,33154.26,6616.19,None,6.00863193508089
572,573,F,divorced,32.66,0,IT,postgrad,7297.42,46047.68,4702.1,None,5.577349239164139
573,574,F,divorced,45.12,4,finance,tertiary,4701.98,19347.37,2230.32,None,5.234172308517378
574,575,M,divorced,38.5,0,IT,secondary,2145.01,25493.3,1536.71,None,5.011020448876264
575,576,M,divorced,73.59,1,retired,tertiary,3435.89,12174.21,863.93,None,3.9467751088696157
576,577,M,married,40.0,1,government,secondary,3466.81,10199.24,239.32,None,4.047050210231681
577,578,F,single,27.52,0,manuf,tertiary,5001.26,19843.27,1535.52,None,4.855128328506963
578,579,F,married,40.02,0,manuf,secondary,3157.55,12058.29,281.39,None,3.9973624941020676
579,580,F,divorced,37.37,3,finance,tertiary,6633.34,16885.31,3406.88,None,5.1832865951972416
580,581,M,single,18.86,0,manuf,tertiary,2863.63,19999.31,1954.86,None,4.993135364766896
581,582,M,married,65.63,2,retired,tertiary,2622.6,15668.92,330.88,None,3.767165421636995
582,583,F,divorced,28.05,3,government,postgrad,7708.39,19249.76,2485.03,B,5.145347831689997
583,584,F,divorced,55.56,1,government,secondary,3241.13,11092.16,799.95,None,4.25854203700002
584,585,F,single,39.2,0,legal,secondary,3094.49,8101.6,1704.52,None,4.520519924083069
585,586,F,married,41.41,2,government,tertiary,7892.99,8815.18,1638.76,None,4.6277171659950795
586,587,M,widowed,60.0,2,government,tertiary,4606.89,25168.39,560.9,None,4.619265956946595
587,588,F,widowed,77.2,1,retired,tertiary,4851.14,23010.71,1765.31,None,4.457650918396032
588,589,F,married,39.15,2,manuf,postgrad,8191.96,25443.89,3700.28,None,5.411427778125484
589,590,F,married,43.03,2,government,secondary,619.15,2872.72,1216.9,A,4.029180720525426
590,591,F,divorced,51.02,1,education,postgrad,4356.52,33630.3,913.01,None,4.970819230405715
591,592,F,widowed,65.19,0,retired,secondary,781.87,17593.72,652.56,None,3.830888336852353
