index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,status,score,status_multiplier,expected_profit
2019,M,married,40.0,2,manuf,tertiary,5000.97,22000.32,2248.22,A,3.97,0.6,2.382
1016,M,married,56.16,2,manuf,tertiary,3782.55,34553.75,1520.36,A,3.97,0.6,2.382
4725,F,married,22.44,2,legal,postgrad,4195.53,25846.17,2043.2,A,3.97,0.6,2.382
2848,M,married,29.67,1,government,tertiary,4884.69,32851.56,1451.88,A,3.96,0.6,2.376
1415,M,married,22.8,2,manuf,postgrad,7011.88,25184.4,1934.46,A,3.96,0.6,2.376
3594,M,married,53.48,1,government,tertiary,5505.33,22749.14,1732.02,A,3.95,0.6,2.37
4558,M,married,31.96,2,manuf,tertiary,5800.28,30750.91,1703.91,A,3.95,0.6,2.37
4953,M,married,24.19,3,construct,professional,8053.5,24726.44,1899.38,A,3.95,0.6,2.37
2828,F,married,31.13,1,government,tertiary,5053.59,35994.14,2355.56,A,3.94,0.6,2.364
3516,M,married,60.12,1,medicine,secondary,2859.41,18527.72,1997.05,A,3.94,0.6,2.364
3735,F,married,26.79,2,legal,tertiary,6681.22,13258.83,3887.4,A,3.94,0.6,2.364
4416,M,married,55.95,2,manuf,tertiary,5267.1,19734.09,2384.36,A,3.93,0.6,2.358
4560,M,married,37.32,0,medicine,secondary,2014.83,19378.84,1860.56,A,3.93,0.6,2.358
2438,M,married,41.2,1,education,tertiary,2639.18,23111.15,954.5,A,3.93,0.6,2.358
2147,F,married,32.61,0,legal,tertiary,4826.48,30002.68,1718.19,A,3.93,0.6,2.358
4175,M,married,27.37,0,government,tertiary,4406.41,26122.01,1732.72,A,3.92,0.6,2.352
2268,F,married,36.09,2,legal,tertiary,5223.45,19550.62,2457.01,A,3.92,0.6,2.352
1796,F,married,20.55,0,government,postgrad,8238.93,29254.31,2410.36,A,3.92,0.6,2.352
1669,F,married,60.79,1,medicine,tertiary,11541.86,41465.27,1015.0,A,3.92,0.6,2.352
3602,M,married,26.36,2,construct,secondary,7075.8,19753.74,3235.07,A,3.92,0.6,2.352
3227,M,married,32.18,0,IT,tertiary,6459.59,24561.79,953.73,A,3.91,0.6,2.346
1299,F,married,42.89,2,IT,tertiary,2862.5,12956.54,2984.82,A,3.9,0.6,2.34
1377,M,married,25.53,3,IT,secondary,1721.81,21312.01,1783.63,A,3.9,0.6,2.34
3579,M,married,53.85,2,finance,tertiary,2403.61,33529.76,480.64,A,3.9,0.6,2.34
3954,F,married,45.03,0,construct,secondary,8388.07,34632.2,2363.37,A,3.9,0.6,2.34
2629,F,married,49.13,0,finance,tertiary,9367.54,17905.79,1835.19,A,3.89,0.6,2.334
2499,F,married,40.84,2,construct,postgrad,9709.52,26778.56,2148.15,A,3.88,0.6,2.328
4080,M,married,40.35,0,medicine,secondary,4831.38,11110.29,2290.35,A,3.87,0.6,2.322
1131,F,married,40.28,2,construct,tertiary,13743.95,21092.99,3199.76,A,3.87,0.6,2.322
3432,M,married,41.27,1,medicine,secondary,2869.7,14337.99,1847.72,A,3.86,0.6,2.316
4825,F,married,33.66,0,legal,tertiary,10684.12,33426.58,1148.4,A,3.86,0.6,2.316
1776,F,married,40.81,3,government,postgrad,7673.36,15244.83,3128.08,A,3.86,0.6,2.316
3768,M,married,33.62,1,government,tertiary,4676.3,16609.5,2228.5,A,3.85,0.6,2.31
3241,F,married,49.53,0,construct,secondary,11504.91,31682.71,2278.78,A,3.85,0.6,2.31
1743,M,married,38.68,0,construct,postgrad,7332.25,18562.02,1716.2,A,3.85,0.6,2.31
2043,M,married,26.31,0,medicine,secondary,767.14,26966.95,1226.49,A,3.84,0.6,2.304
3014,F,married,39.97,3,IT,tertiary,8495.34,34621.38,837.37,A,3.82,0.6,2.292
2729,M,married,39.97,2,manuf,tertiary,2005.04,19393.77,1971.21,A,3.82,0.6,2.292
2775,F,married,38.07,3,finance,tertiary,7281.51,18379.0,1949.54,A,3.82,0.6,2.292
3111,F,married,40.02,0,medicine,secondary,3081.27,24924.56,1855.89,A,3.81,0.6,2.286
2716,M,married,44.98,0,IT,tertiary,8599.29,17046.94,690.07,A,3.81,0.6,2.286
3789,M,married,55.13,2,manuf,tertiary,5450.23,20010.15,1768.82,A,3.81,0.6,2.286
1399,F,married,44.5,0,construct,secondary,7922.83,35760.04,1891.21,A,3.81,0.6,2.286
1948,M,married,55.89,1,government,tertiary,5972.5,28840.04,934.99,A,3.81,0.6,2.286
4446,F,married,43.13,3,IT,tertiary,7946.07,13981.32,2105.18,A,3.81,0.6,2.286
1297,M,married,26.42,1,government,tertiary,7286.08,22451.48,1486.78,A,3.81,0.6,2.286
1009,F,married,44.65,2,IT,tertiary,5825.72,22830.97,1196.25,A,3.81,0.6,2.286
3855,F,married,55.06,2,construct,tertiary,6677.95,25302.96,2467.71,A,3.8,0.6,2.28
2316,F,married,28.03,2,legal,tertiary,7412.57,24346.36,1572.42,A,3.8,0.6,2.28
3031,M,married,21.53,1,government,tertiary,2495.91,19678.32,1914.03,A,3.8,0.6,2.28
4621,M,married,43.52,0,construct,secondary,2383.9,17854.47,2301.69,A,3.8,0.6,2.28
4695,F,married,45.95,2,legal,tertiary,4425.72,23745.44,1017.28,A,3.8,0.6,2.28
4634,M,married,66.69,2,retired,professional,5000.05,37549.88,956.65,A,3.79,0.6,2.274
4290,M,married,54.84,1,government,tertiary,3585.19,20041.49,1462.12,A,3.79,0.6,2.274
2029,F,married,34.88,2,IT,tertiary,5201.49,20511.36,1768.04,A,3.79,0.6,2.274
2904,M,married,27.86,2,government,tertiary,4945.93,35487.38,783.7,A,3.78,0.6,2.268
4159,M,married,39.67,2,medicine,secondary,2398.56,12410.33,1799.99,A,3.77,0.6,2.262
4917,M,married,39.28,2,IT,tertiary,3198.53,13917.4,1187.86,A,3.77,0.6,2.262
1066,M,married,39.5,3,finance,secondary,2115.99,20250.56,1091.68,A,3.77,0.6,2.262
1364,F,married,40.0,2,government,tertiary,5664.92,25392.19,1906.93,A,3.76,0.6,2.256
1306,M,married,41.31,1,manuf,tertiary,4859.65,20245.45,1454.96,A,3.76,0.6,2.256
1539,M,married,28.78,0,government,tertiary,6059.32,20010.5,1479.72,A,3.75,0.6,2.25
3906,F,married,54.37,0,medicine,secondary,1916.2,28990.22,1398.86,A,3.75,0.6,2.25
3671,F,married,22.56,0,IT,tertiary,8645.42,14359.31,2330.38,A,3.74,0.6,2.244
3583,F,married,37.04,2,construct,secondary,6658.17,28885.78,2521.68,A,3.74,0.6,2.244
3629,M,married,24.48,1,IT,secondary,1467.6,14374.54,1830.72,A,3.74,0.6,2.244
4243,M,married,56.02,1,manuf,tertiary,5754.79,27581.37,1008.85,A,3.74,0.6,2.244
1266,F,married,61.54,1,manuf,tertiary,5914.25,39930.19,1508.37,A,3.74,0.6,2.244
3429,F,married,44.33,1,construct,secondary,8588.29,29290.14,1982.99,A,3.73,0.6,2.238
4686,M,married,51.65,2,manuf,tertiary,2595.92,16530.19,1684.9,A,3.73,0.6,2.238
2417,F,married,39.62,0,government,tertiary,4999.56,19756.24,2317.87,A,3.73,0.6,2.238
1420,M,married,46.01,3,IT,secondary,3401.0,16260.53,898.83,A,3.73,0.6,2.238
1769,F,married,42.99,1,construct,secondary,7453.43,29998.62,2045.78,A,3.73,0.6,2.238
3972,M,married,41.23,1,manuf,tertiary,5415.37,20360.49,1260.04,A,3.72,0.6,2.232
2916,F,married,40.96,1,government,tertiary,7439.03,27763.75,1477.5,A,3.72,0.6,2.232
3302,F,married,57.78,1,government,tertiary,5443.03,30333.92,1505.8,A,3.71,0.6,2.226
1686,F,married,40.11,1,government,tertiary,4900.81,20196.89,2179.51,A,3.71,0.6,2.226
4114,M,married,40.52,2,manuf,tertiary,5301.32,19781.1,1338.23,A,3.71,0.6,2.226
3769,F,married,64.14,2,government,tertiary,4252.58,28470.93,1779.88,A,3.7,0.6,2.22
1979,F,married,38.23,1,government,tertiary,6245.14,25720.66,1637.63,A,3.69,0.6,2.214
4573,F,married,54.6,2,government,tertiary,5594.86,27035.11,1515.62,A,3.69,0.6,2.214
3682,F,married,45.84,0,education,tertiary,2123.25,33123.36,412.79,A,3.69,0.6,2.214
3278,M,married,67.94,2,retired,postgrad,4035.98,23098.13,1424.49,A,3.69,0.6,2.214
4584,F,married,40.65,1,government,tertiary,3078.08,20027.03,2162.18,A,3.69,0.6,2.214
1205,M,widowed,53.06,4,construct,secondary,4911.72,25524.16,1194.72,A,3.68,0.6,2.208
2789,M,married,29.37,2,manuf,tertiary,4164.22,19898.32,1544.08,A,3.68,0.6,2.208
4397,F,married,38.93,0,government,postgrad,6027.56,11874.22,2755.69,A,3.68,0.6,2.208
2843,M,married,68.33,2,retired,postgrad,5026.28,21090.13,1445.23,A,3.67,0.6,2.202
2672,F,married,42.71,1,government,tertiary,5477.36,19286.02,1863.9,A,3.67,0.6,2.202
3045,M,married,39.85,1,manuf,tertiary,2802.35,23062.5,1066.32,A,3.67,0.6,2.202
2203,M,married,21.87,0,medicine,tertiary,5983.2,12949.3,1138.22,A,3.67,0.6,2.202
1753,M,married,20.25,0,government,tertiary,4989.26,15304.5,1672.38,A,3.66,0.6,2.196
2476,F,married,55.15,1,government,tertiary,4178.69,26745.92,1489.37,A,3.66,0.6,2.196
3204,F,married,31.19,1,legal,tertiary,10690.36,16533.99,1562.48,A,3.65,0.6,2.19
3702,F,married,57.52,1,IT,tertiary,7471.02,22820.1,982.6,A,3.65,0.6,2.19
3206,F,married,38.38,3,education,tertiary,6159.58,20864.6,1111.23,A,3.65,0.6,2.19
1344,F,married,20.51,1,government,tertiary,2770.44,26375.83,1833.18,A,3.64,0.6,2.184
3201,F,married,37.05,0,government,tertiary,3961.45,19986.27,1979.78,A,3.63,0.6,2.178
3692,F,married,44.84,2,construct,postgrad,1939.03,14563.74,2113.17,A,3.63,0.6,2.178
2979,F,married,39.7,1,government,tertiary,5139.22,21477.92,1683.46,A,3.62,0.6,2.172
2555,F,married,59.75,2,manuf,tertiary,7054.62,29325.25,1504.43,A,3.62,0.6,2.172
1339,F,married,39.11,1,manuf,professional,5037.78,3312.87,6594.14,A,3.62,0.6,2.172
3421,F,married,51.94,0,medicine,secondary,4513.82,12638.37,2069.76,A,3.62,0.6,2.172
4238,M,married,47.43,0,construct,tertiary,8876.88,14013.84,1060.62,A,3.62,0.6,2.172
4403,M,married,41.42,3,manuf,tertiary,6948.1,19978.25,900.07,A,3.61,0.6,2.166
4394,F,married,47.43,1,government,tertiary,2772.37,17504.14,1545.83,A,3.61,0.6,2.166
1630,M,married,63.7,1,manuf,tertiary,5008.16,21828.88,1068.88,A,3.6,0.6,2.16
2738,F,married,28.08,0,government,tertiary,2293.73,23402.99,1875.24,A,3.6,0.6,2.16
1233,M,married,39.64,1,government,tertiary,4267.17,20013.4,765.15,A,3.59,0.6,2.154
4757,M,married,28.97,1,manuf,tertiary,4646.26,19071.26,1268.84,A,3.59,0.6,2.154
2094,F,married,40.02,1,government,tertiary,5083.25,30185.93,986.46,A,3.59,0.6,2.154
2793,M,married,34.61,3,IT,secondary,2618.22,13997.57,1115.91,A,3.59,0.6,2.154
3895,M,married,33.73,2,manuf,tertiary,3542.9,16241.9,1437.96,A,3.58,0.6,2.148
2881,M,married,32.0,0,medicine,secondary,2843.02,8365.08,1766.99,A,3.58,0.6,2.148
4626,M,married,39.77,0,construct,secondary,2011.95,19571.83,1457.42,A,3.58,0.6,2.148
1799,F,married,34.04,1,construct,secondary,8793.8,29779.08,1685.83,A,3.57,0.6,2.142
4523,F,married,34.06,1,government,tertiary,4387.86,18689.84,1940.07,A,3.57,0.6,2.142
2646,M,married,56.55,3,IT,secondary,3404.34,13245.37,923.79,A,3.55,0.6,2.13
4644,M,married,39.89,2,medicine,secondary,2097.07,9689.24,1311.35,A,3.55,0.6,2.13
4894,F,married,40.78,1,government,tertiary,2948.1,20120.15,1494.37,A,3.54,0.6,2.124
1334,M,married,28.83,1,IT,secondary,2897.63,13882.44,1022.52,A,3.54,0.6,2.124
4607,M,married,29.66,3,finance,secondary,3183.42,12144.87,1184.33,A,3.54,0.6,2.124
2047,F,married,39.7,1,government,tertiary,7787.38,19795.83,1407.11,A,3.53,0.6,2.118
3028,F,married,43.04,2,manuf,tertiary,7026.53,18793.17,1590.1,A,3.53,0.6,2.118
2873,M,married,47.23,4,finance,secondary,2473.38,7160.52,1112.9,A,3.53,0.6,2.118
