 sex, mstatus, age, children, occupation, education, income, avbal, avtrans,status,score,status_multiplier,expected_profit,actual_status,actual_score,actual_status_multiplier,is_status_diff,actual_profit,absolute_score_diff
M,single,22.93,0,IT,tertiary,2003.55,26095.92,2715.48,B,4.28,1.0,4.28,None,3.6,0,True,0.0,0.6800000000000002
M,single,24.18,0,legal,tertiary,11620.83,31472.82,1915.85,B,4.28,1.0,4.28,None,3.9,0,True,0.0,0.38000000000000034
M,single,20.27,0,legal,tertiary,9416.54,25545.07,2407.1,B,4.28,1.0,4.28,None,3.6,0,True,0.0,0.6800000000000002
F,single,25.96,0,finance,tertiary,2691.3,29845.58,2584.33,B,4.27,1.0,4.27,None,3.8,0,True,0.0,0.46999999999999975
F,divorced,26.59,0,education,postgrad,6004.75,29399.76,2059.64,B,4.27,1.0,4.27,B,3.8,1,False,3.8,0.46999999999999975
F,single,27.83,0,finance,tertiary,4061.95,33698.83,2208.46,B,4.27,1.0,4.27,None,4.0,0,True,0.0,0.2699999999999996
F,single,25.02,0,legal,tertiary,6997.57,29969.22,2335.81,B,4.27,1.0,4.27,None,3.9,0,True,0.0,0.36999999999999966
F,single,26.75,0,finance,tertiary,4235.67,36480.94,2008.87,B,4.27,1.0,4.27,None,3.9,0,True,0.0,0.36999999999999966
M,single,24.32,0,education,postgrad,6858.53,24314.69,2167.11,B,4.27,1.0,4.27,None,3.6,0,True,0.0,0.6699999999999995
F,single,25.88,0,construct,tertiary,3600.96,38469.18,3525.28,B,4.27,1.0,4.27,None,4.4,0,True,0.0,0.13000000000000078
M,single,26.61,0,government,postgrad,7999.26,37884.94,2082.6,B,4.26,1.0,4.26,None,4.1,0,True,0.0,0.16000000000000014
F,single,21.59,0,legal,tertiary,3281.89,35993.53,2062.7,B,4.26,1.0,4.26,B,3.7,1,False,3.7,0.5599999999999996
F,single,27.72,0,IT,postgrad,8500.06,22447.66,2552.18,B,4.25,1.0,4.25,None,3.9,0,True,0.0,0.3500000000000001
M,single,19.87,0,legal,tertiary,6109.41,30874.21,1915.38,B,4.25,1.0,4.25,None,3.5,0,True,0.0,0.75
F,single,26.73,0,finance,postgrad,9490.79,29995.42,1804.18,B,4.24,1.0,4.24,B,3.9,1,False,3.9,0.3400000000000003
F,single,21.56,0,finance,tertiary,6000.02,30965.84,2170.68,B,4.24,1.0,4.24,None,3.6,0,True,0.0,0.6400000000000001
F,single,29.08,0,manuf,postgrad,7508.76,35454.29,2842.74,B,4.24,1.0,4.24,None,4.4,0,True,0.0,0.16000000000000014
M,single,28.0,0,legal,tertiary,6891.88,22427.25,2548.32,B,4.24,1.0,4.24,None,3.9,0,True,0.0,0.3400000000000003
F,divorced,26.39,1,medicine,tertiary,6887.02,27238.49,2437.36,B,4.24,1.0,4.24,B,3.9,1,False,3.9,0.3400000000000003
F,divorced,28.89,1,finance,postgrad,7762.25,16095.68,3345.19,B,4.24,1.0,4.24,B,4.0,1,False,4.0,0.2400000000000002
M,single,27.94,0,finance,postgrad,9040.25,33852.29,1339.66,B,4.24,1.0,4.24,None,3.9,0,True,0.0,0.3400000000000003
M,single,25.45,0,education,postgrad,6627.49,24567.6,2002.76,B,4.24,1.0,4.24,None,3.6,0,True,0.0,0.6400000000000001
M,single,28.0,0,finance,tertiary,7347.83,27143.75,2070.74,B,4.24,1.0,4.24,B,3.9,1,False,3.9,0.3400000000000003
M,single,23.55,0,manuf,postgrad,7031.94,30272.67,2971.13,B,4.24,1.0,4.24,B,4.0,1,False,4.0,0.2400000000000002
F,single,26.24,0,education,postgrad,6818.1,17509.88,3146.19,B,4.23,1.0,4.23,None,3.8,0,True,0.0,0.4300000000000006
M,single,24.59,0,government,professional,10170.58,21228.37,3433.46,B,4.23,1.0,4.23,None,4.0,0,True,0.0,0.23000000000000043
M,single,29.59,0,education,postgrad,5092.8,26040.06,1843.27,B,4.23,1.0,4.23,None,3.8,0,True,0.0,0.4300000000000006
F,single,28.31,0,legal,tertiary,7771.81,26919.63,2378.42,B,4.23,1.0,4.23,None,4.0,0,True,0.0,0.23000000000000043
F,single,27.66,0,legal,tertiary,11788.58,29633.68,2071.7,B,4.23,1.0,4.23,None,4.1,0,True,0.0,0.13000000000000078
F,single,28.26,0,IT,professional,10722.52,20119.3,2674.58,B,4.23,1.0,4.23,None,4.0,0,True,0.0,0.23000000000000043
F,single,23.85,0,education,postgrad,5178.71,27171.49,2113.25,B,4.23,1.0,4.23,None,3.6,0,True,0.0,0.6300000000000003
M,single,18.82,0,legal,tertiary,7434.14,34596.05,1611.45,B,4.23,1.0,4.23,None,3.5,0,True,0.0,0.7300000000000004
M,single,27.95,0,finance,tertiary,2817.31,24518.43,2415.6,B,4.22,1.0,4.22,None,3.7,0,True,0.0,0.5199999999999996
M,single,28.2,0,education,tertiary,5593.55,30551.64,1767.48,B,4.22,1.0,4.22,B,3.8,1,False,3.8,0.41999999999999993
F,single,27.99,0,finance,tertiary,5996.76,22248.5,2868.46,B,4.22,1.0,4.22,None,3.9,0,True,0.0,0.31999999999999984
M,single,23.5,0,education,postgrad,5776.15,23715.5,2020.8,B,4.22,1.0,4.22,B,3.5,1,False,3.5,0.7199999999999998
F,single,27.67,0,IT,tertiary,6041.19,27546.34,2323.73,B,4.22,1.0,4.22,None,3.9,0,True,0.0,0.31999999999999984
M,single,20.33,0,finance,tertiary,5997.97,22593.05,2503.05,B,4.22,1.0,4.22,B,3.4,1,False,3.4,0.8199999999999998
M,single,27.83,0,government,tertiary,5037.64,37913.24,2274.91,B,4.22,1.0,4.22,None,4.2,0,True,0.0,0.019999999999999574
M,single,27.71,0,education,postgrad,7774.74,26347.53,1704.24,B,4.21,1.0,4.21,None,3.7,0,True,0.0,0.5099999999999998
F,single,18.05,0,education,postgrad,5373.11,25914.87,2177.5,B,4.21,1.0,4.21,None,3.3,0,True,0.0,0.9100000000000001
F,single,20.94,0,manuf,postgrad,5594.84,28462.19,3569.49,B,4.21,1.0,4.21,None,3.9,0,True,0.0,0.31000000000000005
M,single,28.2,0,legal,tertiary,6421.37,21192.32,2502.32,B,4.21,1.0,4.21,None,3.8,0,True,0.0,0.41000000000000014
F,single,28.05,0,finance,tertiary,2745.05,21718.59,3047.36,B,4.21,1.0,4.21,None,3.8,0,True,0.0,0.41000000000000014
F,single,27.65,0,IT,tertiary,8220.77,33650.08,1724.0,B,4.2,1.0,4.2,B,4.0,1,False,4.0,0.20000000000000018
F,single,18.35,0,manuf,postgrad,6525.9,44770.46,2193.53,B,4.2,1.0,4.2,None,3.9,0,True,0.0,0.30000000000000027
M,single,21.69,0,IT,tertiary,7204.37,21950.87,2326.22,B,4.19,1.0,4.19,B,3.5,1,False,3.5,0.6900000000000004
F,single,27.17,0,IT,tertiary,5948.91,35500.45,1660.04,B,4.19,1.0,4.19,None,3.9,0,True,0.0,0.2900000000000005
M,single,24.16,0,finance,tertiary,5909.23,28863.17,1795.64,B,4.19,1.0,4.19,None,3.6,0,True,0.0,0.5900000000000003
M,single,20.28,0,government,postgrad,4770.78,24436.57,2983.04,B,4.19,1.0,4.19,B,3.6,1,False,3.6,0.5900000000000003
M,single,26.86,0,construct,professional,6028.22,30471.49,2649.12,B,4.19,1.0,4.19,B,4.0,1,False,4.0,0.1900000000000004
M,single,28.09,0,medicine,secondary,4826.47,25979.87,2500.35,B,4.18,1.0,4.18,None,3.9,0,True,0.0,0.2799999999999998
F,single,27.96,0,medicine,tertiary,9100.28,16982.48,3303.1,B,4.18,1.0,4.18,B,4.0,1,False,4.0,0.17999999999999972
M,single,25.54,0,IT,tertiary,4889.59,24022.07,2122.88,B,4.18,1.0,4.18,None,3.6,0,True,0.0,0.5799999999999996
F,single,29.1,0,IT,postgrad,5857.44,19767.44,2493.47,B,4.18,1.0,4.18,None,3.8,0,True,0.0,0.3799999999999999
M,single,18.74,0,IT,tertiary,5161.07,30144.7,1704.29,B,4.18,1.0,4.18,B,3.3,1,False,3.3,0.8799999999999999
M,single,29.68,0,government,tertiary,3868.8,39206.27,2049.7,B,4.18,1.0,4.18,None,4.2,0,True,0.0,0.020000000000000462
M,single,28.0,0,legal,tertiary,5066.47,31337.98,1578.08,B,4.18,1.0,4.18,B,3.7,1,False,3.7,0.47999999999999954
F,single,22.97,0,construct,secondary,10246.05,27583.76,4684.05,B,4.18,1.0,4.18,B,4.5,1,False,4.5,0.3200000000000003
M,single,23.08,0,finance,tertiary,7185.15,24141.07,2024.35,B,4.17,1.0,4.17,None,3.5,0,True,0.0,0.6699999999999999
M,single,28.41,0,legal,tertiary,7908.91,19077.52,2500.47,B,4.17,1.0,4.17,B,3.8,1,False,3.8,0.3700000000000001
F,single,28.63,0,finance,postgrad,8159.91,14523.66,3154.12,B,4.17,1.0,4.17,None,3.9,0,True,0.0,0.27
M,single,19.33,0,medicine,secondary,3303.93,32621.04,1998.12,B,4.17,1.0,4.17,B,3.4,1,False,3.4,0.77
F,single,25.12,0,medicine,tertiary,6944.17,26580.24,2120.95,B,4.17,1.0,4.17,None,3.7,0,True,0.0,0.46999999999999975
M,divorced,26.56,0,IT,tertiary,4550.06,35243.3,1330.49,B,4.16,1.0,4.16,None,3.7,0,True,0.0,0.45999999999999996
M,single,22.09,0,finance,tertiary,6169.03,24043.24,2014.73,B,4.16,1.0,4.16,None,3.4,0,True,0.0,0.7600000000000002
F,single,26.32,0,construct,postgrad,3754.43,39785.68,2340.11,B,4.16,1.0,4.16,None,4.1,0,True,0.0,0.0600000000000005
M,single,24.8,0,finance,tertiary,6550.66,36543.62,1219.76,B,4.16,1.0,4.16,None,3.7,0,True,0.0,0.45999999999999996
M,single,28.51,0,finance,tertiary,6445.36,18389.49,2564.11,B,4.16,1.0,4.16,None,3.8,0,True,0.0,0.3600000000000003
F,single,19.1,0,construct,tertiary,7816.0,31363.54,3237.41,B,4.16,1.0,4.16,B,3.9,1,False,3.9,0.26000000000000023
F,single,26.99,0,manuf,postgrad,5142.37,29496.82,2990.24,B,4.16,1.0,4.16,None,4.1,0,True,0.0,0.0600000000000005
M,divorced,29.71,1,manuf,postgrad,8732.93,29703.28,2435.62,B,4.16,1.0,4.16,B,4.2,1,False,4.2,0.040000000000000036
M,single,21.92,0,finance,tertiary,4621.43,37156.53,1254.53,B,4.15,1.0,4.15,B,3.5,1,False,3.5,0.6500000000000004
F,single,19.0,0,medicine,tertiary,8042.44,21153.34,2587.34,B,4.15,1.0,4.15,None,3.4,0,True,0.0,0.7500000000000004
M,single,28.06,0,IT,tertiary,5313.43,20244.31,2321.93,B,4.15,1.0,4.15,None,3.7,0,True,0.0,0.4500000000000002
F,single,27.97,0,construct,secondary,9365.63,51572.25,2407.65,B,4.15,1.0,4.15,B,4.8,1,False,4.8,0.6499999999999995
M,single,21.6,0,IT,tertiary,7520.23,19259.63,2350.38,B,4.14,1.0,4.14,None,3.4,0,True,0.0,0.7399999999999998
M,divorced,25.64,1,finance,tertiary,3826.49,24000.33,2000.27,B,4.14,1.0,4.14,None,3.5,0,True,0.0,0.6399999999999997
M,single,26.59,0,IT,tertiary,4748.97,24232.55,1960.04,B,4.14,1.0,4.14,None,3.6,0,True,0.0,0.5399999999999996
F,single,27.74,0,finance,tertiary,3183.51,28380.73,2003.02,B,4.14,1.0,4.14,B,3.7,1,False,3.7,0.4399999999999995
F,single,27.92,0,IT,tertiary,5132.25,33616.61,1586.14,B,4.14,1.0,4.14,None,3.8,0,True,0.0,0.33999999999999986
M,single,23.75,0,finance,tertiary,8048.04,23459.01,1910.67,B,4.14,1.0,4.14,None,3.5,0,True,0.0,0.6399999999999997
F,single,29.13,0,legal,tertiary,4771.65,31790.91,1663.56,B,4.14,1.0,4.14,None,3.8,0,True,0.0,0.33999999999999986
F,single,27.18,0,manuf,postgrad,6133.7,35810.48,2300.86,B,4.13,1.0,4.13,None,4.1,0,True,0.0,0.03000000000000025
F,single,24.12,0,construct,professional,7623.73,23551.6,3448.55,B,4.13,1.0,4.13,None,4.0,0,True,0.0,0.1299999999999999
F,single,29.68,0,IT,tertiary,7623.89,25090.29,2013.05,B,4.13,1.0,4.13,B,3.9,1,False,3.9,0.22999999999999998
M,single,26.11,0,construct,tertiary,11134.33,29668.82,2625.36,B,4.13,1.0,4.13,None,4.2,0,True,0.0,0.07000000000000028
M,single,20.92,0,education,postgrad,6296.51,34412.84,1024.34,B,4.13,1.0,4.13,None,3.3,0,True,0.0,0.8300000000000001
F,single,28.85,0,legal,tertiary,6899.05,32943.98,1519.11,B,4.13,1.0,4.13,None,3.9,0,True,0.0,0.22999999999999998
M,single,21.82,0,legal,secondary,5461.61,29025.14,1954.82,B,4.13,1.0,4.13,None,3.5,0,True,0.0,0.6299999999999999
F,single,28.42,0,IT,tertiary,9263.28,17073.36,2902.0,B,4.13,1.0,4.13,None,3.9,0,True,0.0,0.22999999999999998
F,single,20.83,0,government,postgrad,4836.99,26325.44,2731.48,B,4.12,1.0,4.12,None,3.6,0,True,0.0,0.52
F,single,28.02,0,education,postgrad,6914.45,32307.31,1280.89,B,4.12,1.0,4.12,None,3.8,0,True,0.0,0.3200000000000003
M,single,27.1,0,manuf,postgrad,4618.22,26163.65,2734.01,B,4.12,1.0,4.12,B,3.9,1,False,3.9,0.2200000000000002
F,single,26.78,0,government,tertiary,2438.28,38369.52,2274.82,B,4.12,1.0,4.12,None,4.0,0,True,0.0,0.1200000000000001
F,single,27.33,0,finance,tertiary,4871.93,25913.4,2016.26,B,4.12,1.0,4.12,None,3.7,0,True,0.0,0.41999999999999993
M,single,28.06,0,government,postgrad,4624.59,24274.72,2467.84,B,4.11,1.0,4.11,None,3.8,0,True,0.0,0.3100000000000005
M,single,27.24,0,education,postgrad,6294.04,23746.45,1512.39,B,4.11,1.0,4.11,None,3.5,0,True,0.0,0.6100000000000003
F,single,22.22,0,government,postgrad,7971.01,25108.56,2688.11,B,4.11,1.0,4.11,None,3.7,0,True,0.0,0.41000000000000014
F,single,26.15,0,medicine,tertiary,10324.46,35264.73,1286.67,B,4.11,1.0,4.11,None,3.9,0,True,0.0,0.2100000000000004
F,single,21.84,0,education,tertiary,1730.47,37951.9,1447.97,B,4.11,1.0,4.11,None,3.5,0,True,0.0,0.6100000000000003
M,single,28.0,0,construct,secondary,7587.65,34620.2,2768.99,B,4.11,1.0,4.11,None,4.3,0,True,0.0,0.1899999999999995
M,single,29.25,0,manuf,postgrad,4997.52,28982.37,2347.63,B,4.11,1.0,4.11,None,4.0,0,True,0.0,0.11000000000000032
M,single,29.73,0,finance,tertiary,3642.03,24124.66,1797.93,B,4.1,1.0,4.1,None,3.6,0,True,0.0,0.49999999999999956
M,single,28.06,0,finance,tertiary,6017.15,19400.16,2139.6,B,4.1,1.0,4.1,B,3.6,1,False,3.6,0.49999999999999956
M,single,26.06,0,IT,tertiary,6033.75,27262.9,1511.88,B,4.1,1.0,4.1,None,3.5,0,True,0.0,0.5999999999999996
F,single,28.0,0,government,postgrad,8323.6,24455.96,2620.33,B,4.1,1.0,4.1,B,4.0,1,False,4.0,0.09999999999999964
F,single,24.83,0,finance,tertiary,6312.26,24366.68,2018.94,B,4.1,1.0,4.1,None,3.6,0,True,0.0,0.49999999999999956
M,single,28.49,0,education,postgrad,6842.28,15104.23,2283.45,B,4.1,1.0,4.1,None,3.6,0,True,0.0,0.49999999999999956
M,single,25.76,0,government,tertiary,4992.98,32763.1,2058.12,B,4.1,1.0,4.1,None,3.8,0,True,0.0,0.2999999999999998
F,single,19.11,0,education,tertiary,3846.3,36560.11,1367.54,B,4.1,1.0,4.1,None,3.3,0,True,0.0,0.7999999999999998
F,single,18.36,0,IT,tertiary,9900.36,28007.68,1684.4,B,4.1,1.0,4.1,None,3.3,0,True,0.0,0.7999999999999998
M,single,28.1,0,finance,tertiary,4876.42,24751.82,1716.19,B,4.1,1.0,4.1,None,3.6,0,True,0.0,0.49999999999999956
F,single,28.32,0,legal,secondary,3261.32,26817.42,2444.8,B,4.1,1.0,4.1,B,3.8,1,False,3.8,0.2999999999999998
F,single,27.28,0,manuf,postgrad,7533.84,42840.64,1749.71,B,4.1,1.0,4.1,B,4.2,1,False,4.2,0.10000000000000053
M,single,27.8,0,finance,postgrad,8985.78,29468.74,1093.51,B,4.1,1.0,4.1,None,3.7,0,True,0.0,0.39999999999999947
M,single,27.79,0,medicine,tertiary,7480.7,17618.81,2330.87,B,4.1,1.0,4.1,None,3.7,0,True,0.0,0.39999999999999947
F,single,20.18,0,medicine,tertiary,9122.26,14353.42,3162.93,B,4.09,1.0,4.09,None,3.5,0,True,0.0,0.5899999999999999
F,divorced,25.19,0,manuf,postgrad,5315.27,30315.04,2510.32,B,4.09,1.0,4.09,None,3.9,0,True,0.0,0.18999999999999995
F,single,27.93,0,finance,tertiary,5275.85,24044.9,2033.7,B,4.09,1.0,4.09,None,3.7,0,True,0.0,0.3899999999999997
M,single,23.72,0,medicine,tertiary,10310.93,21226.83,1876.78,B,4.09,1.0,4.09,B,3.5,1,False,3.5,0.5899999999999999
M,single,28.34,0,finance,tertiary,5606.32,20161.65,2020.67,B,4.09,1.0,4.09,None,3.6,0,True,0.0,0.48999999999999977
M,single,27.98,0,finance,tertiary,6037.92,21402.25,1907.6,B,4.09,1.0,4.09,None,3.6,0,True,0.0,0.48999999999999977
M,single,20.1,0,education,tertiary,4671.97,24856.08,1660.34,B,4.08,1.0,4.08,None,3.2,0,True,0.0,0.8799999999999999
F,single,28.0,0,finance,tertiary,4215.55,23538.99,2078.06,B,4.08,1.0,4.08,None,3.6,0,True,0.0,0.48
F,single,28.01,0,government,tertiary,5855.72,35563.15,2085.36,B,4.08,1.0,4.08,None,4.1,0,True,0.0,0.019999999999999574
F,single,23.02,0,finance,tertiary,6199.65,31170.37,1477.87,B,4.08,1.0,4.08,None,3.5,0,True,0.0,0.5800000000000001
F,single,18.13,0,IT,tertiary,3731.78,28344.45,1766.65,B,4.08,1.0,4.08,None,3.2,0,True,0.0,0.8799999999999999
M,single,19.76,0,IT,tertiary,5905.1,23891.81,1693.63,B,4.08,1.0,4.08,B,3.2,1,False,3.2,0.8799999999999999
M,single,28.12,0,IT,postgrad,4579.48,29982.37,1082.04,B,4.08,1.0,4.08,None,3.5,0,True,0.0,0.5800000000000001
F,single,27.87,0,finance,tertiary,4123.52,25255.54,1897.91,B,4.08,1.0,4.08,B,3.6,1,False,3.6,0.48
M,single,24.26,0,manuf,postgrad,12877.39,24941.48,2449.34,B,4.08,1.0,4.08,None,3.9,0,True,0.0,0.18000000000000016
F,single,20.32,0,medicine,tertiary,6772.39,22816.7,2077.06,B,4.08,1.0,4.08,B,3.3,1,False,3.3,0.7800000000000002
F,single,20.73,0,manuf,postgrad,5929.11,33569.56,2187.32,B,4.07,1.0,4.07,B,3.7,1,False,3.7,0.3700000000000001
M,single,26.61,0,medicine,tertiary,8331.16,18160.47,2099.88,B,4.07,1.0,4.07,None,3.6,0,True,0.0,0.4700000000000002
M,single,22.97,0,government,tertiary,5619.73,26429.59,2406.43,B,4.07,1.0,4.07,None,3.6,0,True,0.0,0.4700000000000002
F,single,19.77,0,medicine,secondary,3431.74,23987.85,2550.14,B,4.07,1.0,4.07,None,3.4,0,True,0.0,0.6700000000000004
F,single,25.74,0,medicine,tertiary,3594.76,22383.16,2158.18,B,4.07,1.0,4.07,None,3.5,0,True,0.0,0.5700000000000003
M,single,19.22,0,manuf,tertiary,7877.54,39029.01,1825.82,B,4.07,1.0,4.07,None,3.7,0,True,0.0,0.3700000000000001
M,single,28.07,0,construct,secondary,4328.1,37370.18,2465.36,B,4.07,1.0,4.07,None,4.2,0,True,0.0,0.1299999999999999
M,single,23.68,0,manuf,postgrad,11894.39,24037.3,2453.65,B,4.06,1.0,4.06,None,3.8,0,True,0.0,0.2599999999999998
M,single,27.99,0,finance,postgrad,9337.15,20689.35,1502.57,B,4.06,1.0,4.06,None,3.6,0,True,0.0,0.4599999999999995
M,single,27.97,0,government,tertiary,5715.35,27734.66,2199.65,B,4.06,1.0,4.06,None,3.9,0,True,0.0,0.1599999999999997
F,single,21.58,0,IT,postgrad,13463.49,29991.0,1167.45,B,4.06,1.0,4.06,None,3.5,0,True,0.0,0.5599999999999996
M,single,18.54,0,construct,tertiary,8731.53,30395.92,2228.15,B,4.05,1.0,4.05,None,3.6,0,True,0.0,0.44999999999999973
F,single,26.47,0,construct,tertiary,10070.58,30279.03,2562.92,B,4.05,1.0,4.05,B,4.1,1,False,4.1,0.04999999999999982
F,single,19.84,0,education,tertiary,4765.3,35195.6,1218.23,B,4.05,1.0,4.05,None,3.3,0,True,0.0,0.75
F,single,25.73,0,government,postgrad,3800.36,24994.75,2497.24,B,4.05,1.0,4.05,None,3.7,0,True,0.0,0.34999999999999964
F,single,18.97,0,construct,secondary,4446.51,46022.67,2284.87,B,4.05,1.0,4.05,None,3.9,0,True,0.0,0.1499999999999999
F,single,27.26,0,IT,tertiary,6454.63,17717.58,2407.97,B,4.04,1.0,4.04,None,3.6,0,True,0.0,0.43999999999999995
F,single,23.91,0,IT,tertiary,2136.92,24030.85,1999.92,B,4.04,1.0,4.04,None,3.4,0,True,0.0,0.6400000000000001
M,single,22.41,0,government,tertiary,3828.52,39758.63,1524.16,B,4.04,1.0,4.04,None,3.7,0,True,0.0,0.33999999999999986
M,single,24.24,0,finance,tertiary,6282.6,36887.85,848.69,B,4.04,1.0,4.04,None,3.5,0,True,0.0,0.54
M,single,27.14,0,government,tertiary,4144.23,27136.82,2167.71,B,4.03,1.0,4.03,None,3.7,0,True,0.0,0.33000000000000007
M,single,19.98,0,education,tertiary,4086.45,23898.14,1570.25,B,4.03,1.0,4.03,None,3.1,0,True,0.0,0.9300000000000002
F,divorced,28.43,4,finance,tertiary,6273.34,10723.35,3509.84,B,4.03,1.0,4.03,None,3.8,0,True,0.0,0.23000000000000043
M,single,24.52,0,finance,tertiary,5261.67,23219.63,1549.34,B,4.03,1.0,4.03,None,3.3,0,True,0.0,0.7300000000000004
F,single,27.88,0,IT,tertiary,6143.89,27405.98,1492.19,B,4.03,1.0,4.03,None,3.6,0,True,0.0,0.43000000000000016
F,single,29.35,0,government,postgrad,8176.33,26074.3,2088.39,B,4.03,1.0,4.03,B,3.9,1,False,3.9,0.13000000000000034
F,single,29.19,0,manuf,postgrad,8019.43,38768.61,1575.17,B,4.02,1.0,4.02,None,4.1,0,True,0.0,0.08000000000000007
M,single,23.05,0,medicine,secondary,5065.94,19894.28,2261.46,B,4.02,1.0,4.02,B,3.4,1,False,3.4,0.6199999999999997
M,single,25.31,0,education,tertiary,4160.45,31607.49,1058.35,B,4.02,1.0,4.02,None,3.4,0,True,0.0,0.6199999999999997
F,single,27.9,0,education,tertiary,3995.25,27274.64,1476.54,B,4.01,1.0,4.01,None,3.6,0,True,0.0,0.4099999999999997
M,single,25.37,0,government,professional,15598.67,5333.96,6585.87,B,4.01,1.0,4.01,None,4.8,0,True,0.0,0.79
M,single,21.31,0,legal,secondary,4951.68,22696.51,1959.37,B,4.01,1.0,4.01,None,3.3,0,True,0.0,0.71
F,single,26.33,0,IT,tertiary,7609.14,24010.43,1603.31,B,4.01,1.0,4.01,B,3.5,1,False,3.5,0.5099999999999998
M,single,27.01,0,legal,tertiary,8217.82,24322.22,1332.82,B,4.01,1.0,4.01,B,3.5,1,False,3.5,0.5099999999999998
F,single,22.92,0,finance,tertiary,5412.97,18103.46,2257.36,B,4.01,1.0,4.01,B,3.3,1,False,3.3,0.71
M,single,18.47,0,finance,tertiary,5849.51,23878.28,1434.82,B,4.01,1.0,4.01,None,3.0,0,True,0.0,1.0099999999999998
M,single,28.02,0,manuf,tertiary,6681.22,27948.18,2174.72,B,4.0,1.0,4.0,None,3.9,0,True,0.0,0.10000000000000009
M,single,26.64,0,education,tertiary,6026.88,30327.9,999.99,B,4.0,1.0,4.0,None,3.5,0,True,0.0,0.5
M,single,27.94,0,medicine,secondary,3523.07,17964.08,2445.38,B,4.0,1.0,4.0,None,3.6,0,True,0.0,0.3999999999999999
F,single,28.12,0,finance,tertiary,8459.04,20579.41,1818.74,B,4.0,1.0,4.0,None,3.6,0,True,0.0,0.3999999999999999
M,single,24.99,0,IT,tertiary,2930.69,26733.16,1296.42,B,4.0,1.0,4.0,None,3.3,0,True,0.0,0.7000000000000002
F,single,28.0,0,medicine,tertiary,5774.14,18375.19,2131.65,B,4.0,1.0,4.0,None,3.6,0,True,0.0,0.3999999999999999
F,single,27.25,0,legal,secondary,2950.05,20159.42,2620.94,B,4.0,1.0,4.0,None,3.6,0,True,0.0,0.3999999999999999
M,single,21.07,0,IT,tertiary,5563.72,30836.03,975.57,B,3.99,1.0,3.99,None,3.2,0,True,0.0,0.79
M,single,27.19,0,construct,postgrad,2668.68,27595.95,2024.6,B,3.99,1.0,3.99,B,3.6,1,False,3.6,0.3900000000000001
M,single,23.63,0,legal,secondary,4775.69,18682.43,2275.7,B,3.99,1.0,3.99,None,3.4,0,True,0.0,0.5900000000000003
M,single,28.0,0,education,postgrad,6174.21,12218.26,2193.1,B,3.99,1.0,3.99,B,3.4,1,False,3.4,0.5900000000000003
F,single,27.98,0,IT,tertiary,5839.0,35541.47,948.92,B,3.99,1.0,3.99,B,3.7,1,False,3.7,0.29000000000000004
M,single,18.97,0,education,tertiary,6316.49,18966.56,1700.3,B,3.98,1.0,3.98,B,3.0,1,False,3.0,0.98
M,divorced,28.61,1,government,tertiary,5001.42,33044.58,1506.36,B,3.98,1.0,3.98,None,3.8,0,True,0.0,0.18000000000000016
M,single,29.55,0,education,tertiary,4911.72,25524.16,1194.72,B,3.98,1.0,3.98,None,3.5,0,True,0.0,0.48
M,single,19.86,0,manuf,postgrad,11538.29,25640.1,1960.61,B,3.98,1.0,3.98,None,3.5,0,True,0.0,0.48
F,single,20.75,0,education,tertiary,4285.67,25753.39,1509.39,B,3.98,1.0,3.98,B,3.2,1,False,3.2,0.7799999999999998
M,single,27.51,0,government,tertiary,7465.71,20021.89,2498.93,B,3.98,1.0,3.98,B,3.8,1,False,3.8,0.18000000000000016
M,single,27.17,0,government,tertiary,6116.22,24927.6,2055.24,B,3.98,1.0,3.98,B,3.7,1,False,3.7,0.2799999999999998
F,single,19.05,0,medicine,tertiary,5084.03,30177.69,1233.25,B,3.98,1.0,3.98,B,3.2,1,False,3.2,0.7799999999999998
M,single,26.39,0,legal,secondary,3843.48,19672.57,2165.51,B,3.98,1.0,3.98,None,3.5,0,True,0.0,0.48
F,single,23.58,0,government,tertiary,4991.58,27414.52,2215.81,B,3.98,1.0,3.98,None,3.6,0,True,0.0,0.3799999999999999
F,divorced,29.38,4,medicine,tertiary,5723.03,13712.8,2578.85,B,3.97,1.0,3.97,None,3.6,0,True,0.0,0.3700000000000001
F,single,25.38,0,IT,tertiary,7108.78,19343.58,1863.72,B,3.97,1.0,3.97,None,3.4,0,True,0.0,0.5700000000000003
F,single,21.59,0,IT,tertiary,5417.15,16381.79,2261.73,B,3.97,1.0,3.97,None,3.2,0,True,0.0,0.77
F,single,26.94,0,legal,secondary,3106.37,29188.48,1641.53,B,3.97,1.0,3.97,None,3.6,0,True,0.0,0.3700000000000001
F,single,20.53,0,finance,tertiary,5998.35,30418.89,1148.38,B,3.97,1.0,3.97,B,3.2,1,False,3.2,0.77
M,single,19.65,0,medicine,tertiary,8426.1,29671.42,936.14,B,3.97,1.0,3.97,None,3.2,0,True,0.0,0.77
M,single,25.4,0,IT,tertiary,6993.18,25503.14,1119.15,B,3.96,1.0,3.96,None,3.4,0,True,0.0,0.56
F,single,25.18,0,government,tertiary,3298.12,25683.71,2364.58,B,3.96,1.0,3.96,None,3.6,0,True,0.0,0.3599999999999999
M,divorced,28.84,2,education,postgrad,6807.08,12184.88,1993.54,B,3.96,1.0,3.96,None,3.4,0,True,0.0,0.56
