index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,status,score,status_multiplier,expected_profit
2822,F,married,33.93,2,construct,tertiary,9925.85,30000.0,3580.32,A,4.02,0.6,2.4119999999999995
3994,M,married,38.63,2,education,tertiary,6195.22,30178.78,860.69,A,4.02,0.6,2.4119999999999995
2762,F,married,40.53,3,construct,tertiary,9911.99,34117.96,2520.57,A,3.98,0.6,2.388
2926,F,married,40.06,1,medicine,secondary,565.3,33930.54,2115.66,A,3.97,0.6,2.382
4633,F,married,32.03,2,IT,tertiary,4684.66,23872.56,2414.29,A,3.97,0.6,2.382
3902,F,married,31.65,1,medicine,tertiary,10084.81,21412.57,2426.2,A,3.95,0.6,2.37
4558,M,married,31.96,2,manuf,tertiary,5800.28,30750.91,1703.91,A,3.95,0.6,2.37
3469,M,married,39.99,1,legal,secondary,3712.54,26923.28,1204.08,A,3.95,0.6,2.37
4560,M,married,37.32,0,medicine,secondary,2014.83,19378.84,1860.56,A,3.93,0.6,2.358
2845,M,married,40.03,1,government,postgrad,5956.05,22001.91,1419.04,A,3.93,0.6,2.358
4218,F,married,38.29,1,legal,tertiary,7018.56,28016.89,1590.69,A,3.93,0.6,2.358
2438,M,married,41.2,1,education,tertiary,2639.18,23111.15,954.5,A,3.93,0.6,2.358
4832,M,married,27.17,1,manuf,tertiary,2581.46,24783.18,2313.63,A,3.93,0.6,2.358
2333,F,married,47.34,1,finance,tertiary,5238.33,22848.29,1419.34,A,3.92,0.6,2.352
1669,F,married,60.79,1,medicine,tertiary,11541.86,41465.27,1015.0,A,3.92,0.6,2.352
2308,M,married,44.67,1,IT,tertiary,8132.24,24369.63,597.14,A,3.92,0.6,2.352
4419,F,married,38.62,2,legal,secondary,2461.96,33127.71,1802.65,A,3.91,0.6,2.346
4184,F,married,43.09,1,medicine,tertiary,8675.32,34730.28,922.67,A,3.9,0.6,2.34
2121,F,married,39.7,1,finance,tertiary,5604.65,34789.52,1106.47,A,3.9,0.6,2.34
3805,M,married,58.73,3,government,tertiary,3875.37,26507.23,1494.47,A,3.89,0.6,2.334
4853,M,married,21.65,2,finance,tertiary,8658.32,12209.48,1994.63,A,3.89,0.6,2.334
4390,F,married,41.62,3,construct,tertiary,4235.67,36480.94,2008.87,A,3.89,0.6,2.334
1990,F,married,34.53,1,medicine,tertiary,6267.99,17977.05,2518.18,A,3.89,0.6,2.334
2629,F,married,49.13,0,finance,tertiary,9367.54,17905.79,1835.19,A,3.89,0.6,2.334
3450,F,married,20.93,3,legal,tertiary,8723.22,27094.27,1661.69,A,3.87,0.6,2.322
1535,F,married,38.47,1,government,tertiary,6299.49,34777.6,1826.64,A,3.87,0.6,2.322
4324,F,married,37.25,2,legal,secondary,2846.08,33184.85,1632.77,A,3.86,0.6,2.316
1660,F,married,22.13,2,government,postgrad,7982.32,24856.72,2456.92,A,3.86,0.6,2.316
4825,F,married,33.66,0,legal,tertiary,10684.12,33426.58,1148.4,A,3.86,0.6,2.316
1261,F,married,31.17,1,finance,tertiary,4711.3,19715.99,2231.81,A,3.85,0.6,2.31
3768,M,married,33.62,1,government,tertiary,4676.3,16609.5,2228.5,A,3.85,0.6,2.31
4959,M,married,32.13,1,finance,tertiary,7392.7,13758.24,1571.25,A,3.85,0.6,2.31
3241,F,married,49.53,0,construct,secondary,11504.91,31682.71,2278.78,A,3.85,0.6,2.31
2552,F,married,40.09,3,IT,tertiary,5995.07,28073.97,1258.01,A,3.85,0.6,2.31
2753,F,married,21.25,3,legal,tertiary,8713.94,28111.64,1501.08,A,3.84,0.6,2.304
1500,F,married,38.85,2,finance,tertiary,9274.25,22096.08,1641.84,A,3.84,0.6,2.304
2043,M,married,26.31,0,medicine,secondary,767.14,26966.95,1226.49,A,3.84,0.6,2.304
1905,F,married,57.31,2,legal,tertiary,10259.43,29768.45,1138.13,A,3.83,0.6,2.298
4901,M,married,51.06,2,government,tertiary,5115.53,28372.85,862.96,A,3.83,0.6,2.298
3282,F,married,55.16,3,manuf,tertiary,2234.88,34782.83,2113.26,A,3.83,0.6,2.298
4369,M,married,27.61,2,construct,tertiary,5606.32,20161.65,2020.67,A,3.81,0.6,2.286
1009,F,married,44.65,2,IT,tertiary,5825.72,22830.97,1196.25,A,3.81,0.6,2.286
1297,M,married,26.42,1,government,tertiary,7286.08,22451.48,1486.78,A,3.81,0.6,2.286
1948,M,married,55.89,1,government,tertiary,5972.5,28840.04,934.99,A,3.81,0.6,2.286
2716,M,married,44.98,0,IT,tertiary,8599.29,17046.94,690.07,A,3.81,0.6,2.286
3876,F,married,38.98,2,legal,secondary,944.06,30007.02,1632.35,A,3.8,0.6,2.28
4695,F,married,45.95,2,legal,tertiary,4425.72,23745.44,1017.28,A,3.8,0.6,2.28
3855,F,married,55.06,2,construct,tertiary,6677.95,25302.96,2467.71,A,3.8,0.6,2.28
3127,F,married,40.03,2,medicine,secondary,2869.23,20000.6,2192.15,A,3.78,0.6,2.268
4532,F,married,35.78,0,medicine,tertiary,8629.33,29549.86,1034.47,A,3.78,0.6,2.268
4782,F,married,48.32,2,education,tertiary,5024.25,24697.8,933.74,A,3.78,0.6,2.268
4159,M,married,39.67,2,medicine,secondary,2398.56,12410.33,1799.99,A,3.77,0.6,2.262
2352,F,married,47.37,2,finance,tertiary,2040.54,11800.41,2001.23,A,3.77,0.6,2.262
4625,M,married,39.72,2,construct,postgrad,2011.95,19571.83,1457.42,A,3.77,0.6,2.262
3322,M,married,25.78,2,government,tertiary,6407.14,17167.2,1811.22,A,3.76,0.6,2.256
2808,F,married,39.88,2,finance,tertiary,7856.82,24281.62,1147.59,A,3.76,0.6,2.256
1705,F,married,39.47,1,construct,secondary,2691.3,29845.58,2584.33,A,3.76,0.6,2.256
3583,F,married,37.04,2,construct,secondary,6658.17,28885.78,2521.68,A,3.74,0.6,2.244
3671,F,married,22.56,0,IT,tertiary,8645.42,14359.31,2330.38,A,3.74,0.6,2.244
1980,M,married,31.77,2,legal,secondary,4566.78,23674.7,874.48,A,3.74,0.6,2.244
2700,F,married,37.73,2,government,tertiary,4999.87,19768.52,2487.0,A,3.74,0.6,2.244
4037,M,married,40.1,1,IT,tertiary,6057.94,19913.19,583.91,A,3.74,0.6,2.244
4243,M,married,56.02,1,manuf,tertiary,5754.79,27581.37,1008.85,A,3.74,0.6,2.244
4566,F,married,61.9,0,IT,tertiary,9054.83,16987.88,1834.08,A,3.73,0.6,2.238
1769,F,married,42.99,1,construct,secondary,7453.43,29998.62,2045.78,A,3.73,0.6,2.238
4414,M,married,37.24,2,finance,tertiary,9934.74,23748.84,411.86,A,3.73,0.6,2.238
5000,F,married,40.01,1,government,tertiary,3810.54,30564.97,1500.13,A,3.73,0.6,2.238
1078,F,married,46.7,3,education,tertiary,4128.59,19146.88,1025.45,A,3.72,0.6,2.232
2916,F,married,40.96,1,government,tertiary,7439.03,27763.75,1477.5,A,3.72,0.6,2.232
1504,F,married,28.81,1,finance,tertiary,3885.23,11388.31,2761.98,A,3.71,0.6,2.226
2480,M,married,39.64,1,legal,secondary,1377.08,12324.87,1658.48,A,3.71,0.6,2.226
2273,F,married,20.26,3,manuf,postgrad,4093.65,21938.71,2500.08,A,3.71,0.6,2.226
1290,M,married,25.58,1,finance,tertiary,8652.49,24485.09,466.86,A,3.71,0.6,2.226
3669,F,married,21.25,3,IT,tertiary,5560.75,22291.94,1425.89,A,3.7,0.6,2.22
4710,F,married,57.28,0,IT,tertiary,9103.96,12274.62,2131.76,A,3.7,0.6,2.22
3936,F,married,61.61,1,legal,secondary,2405.51,27666.07,1457.48,A,3.7,0.6,2.22
1979,F,married,38.23,1,government,tertiary,6245.14,25720.66,1637.63,A,3.69,0.6,2.214
3278,M,married,67.94,2,retired,postgrad,4035.98,23098.13,1424.49,A,3.69,0.6,2.214
3410,F,married,26.31,1,manuf,tertiary,4908.35,28837.06,1998.55,A,3.68,0.6,2.208
3045,M,married,39.85,1,manuf,tertiary,2802.35,23062.5,1066.32,A,3.67,0.6,2.202
4692,F,married,36.74,2,IT,secondary,1990.35,25611.45,1421.66,A,3.67,0.6,2.202
4631,M,married,38.8,1,IT,secondary,2107.56,10159.21,1701.85,A,3.66,0.6,2.196
3281,F,married,38.94,4,IT,secondary,2783.93,16931.62,2010.78,A,3.66,0.6,2.196
2476,F,married,55.15,1,government,tertiary,4178.69,26745.92,1489.37,A,3.66,0.6,2.196
1479,F,married,46.3,1,construct,secondary,2121.04,32484.54,1473.57,A,3.66,0.6,2.196
3779,M,married,58.91,3,government,tertiary,4162.26,13661.73,1662.58,A,3.65,0.6,2.19
3702,F,married,57.52,1,IT,tertiary,7471.02,22820.1,982.6,A,3.65,0.6,2.19
3732,F,married,37.75,1,finance,secondary,2194.75,24281.61,1421.11,A,3.65,0.6,2.19
2578,M,married,40.59,2,finance,secondary,1983.83,21437.11,623.98,A,3.64,0.6,2.184
2262,F,married,50.76,2,legal,secondary,3188.08,19353.57,1393.07,A,3.63,0.6,2.178
2656,F,married,38.56,2,finance,secondary,2294.82,22270.27,1455.51,A,3.63,0.6,2.178
1418,F,married,20.34,2,government,postgrad,9172.96,14208.96,2495.88,A,3.63,0.6,2.178
3675,F,married,32.91,2,government,tertiary,6215.7,19233.31,2131.26,A,3.63,0.6,2.178
3692,F,married,44.84,2,construct,postgrad,1939.03,14563.74,2113.17,A,3.63,0.6,2.178
4132,F,married,44.7,1,education,tertiary,5585.7,17850.38,963.03,A,3.63,0.6,2.178
3515,M,married,45.81,4,government,tertiary,3258.88,11245.09,1242.13,A,3.62,0.6,2.172
4238,M,married,47.43,0,construct,tertiary,8876.88,14013.84,1060.62,A,3.62,0.6,2.172
4231,F,married,40.21,1,manuf,tertiary,3590.23,25608.18,1635.64,A,3.62,0.6,2.172
4403,M,married,41.42,3,manuf,tertiary,6948.1,19978.25,900.07,A,3.61,0.6,2.166
3170,F,married,49.02,2,finance,secondary,2000.76,24829.13,919.62,A,3.61,0.6,2.166
1233,M,married,39.64,1,government,tertiary,4267.17,20013.4,765.15,A,3.59,0.6,2.154
2609,M,married,38.92,1,finance,secondary,1799.81,9646.1,1500.35,A,3.59,0.6,2.154
2881,M,married,32.0,0,medicine,secondary,2843.02,8365.08,1766.99,A,3.58,0.6,2.148
3895,M,married,33.73,2,manuf,tertiary,3542.9,16241.9,1437.96,A,3.58,0.6,2.148
4523,F,married,34.06,1,government,tertiary,4387.86,18689.84,1940.07,A,3.57,0.6,2.142
1799,F,married,34.04,1,construct,secondary,8793.8,29779.08,1685.83,A,3.57,0.6,2.142
4383,F,married,40.26,2,manuf,tertiary,4615.42,24099.57,1496.82,A,3.56,0.6,2.136
1176,F,married,38.24,2,legal,secondary,2608.09,18379.8,1469.98,A,3.55,0.6,2.13
4033,F,married,36.52,2,medicine,secondary,2204.65,14888.87,1900.26,A,3.55,0.6,2.13
1542,F,married,20.75,2,medicine,tertiary,9076.48,17854.06,1179.77,A,3.55,0.6,2.13
4644,M,married,39.89,2,medicine,secondary,2097.07,9689.24,1311.35,A,3.55,0.6,2.13
1129,M,married,50.06,2,legal,secondary,3032.63,10746.96,916.79,A,3.54,0.6,2.124
2047,F,married,39.7,1,government,tertiary,7787.38,19795.83,1407.11,A,3.53,0.6,2.118
1758,M,married,68.42,1,retired,tertiary,3303.76,24191.62,1009.77,A,3.52,0.6,2.112
4698,F,married,63.65,2,education,tertiary,3999.61,22499.39,824.16,A,3.52,0.6,2.112
1258,F,married,36.6,4,legal,secondary,3280.48,19315.89,1300.58,A,3.52,0.6,2.112
2349,M,married,40.08,3,education,secondary,849.73,11810.84,1057.24,A,3.52,0.6,2.112
1874,F,married,27.5,2,government,tertiary,4955.4,23279.49,1434.1,A,3.52,0.6,2.112
2586,M,married,37.99,2,construct,secondary,7259.99,15079.99,1394.59,A,3.49,0.6,2.094
2132,M,married,41.2,3,government,secondary,553.51,17051.27,1109.04,A,3.48,0.6,2.088
4426,M,married,37.03,2,construct,secondary,9030.04,9827.37,1991.14,A,3.48,0.6,2.088
4989,F,married,38.28,2,government,tertiary,4630.6,18236.23,1441.66,A,3.47,0.6,2.082
4127,M,married,53.83,1,manuf,secondary,2541.97,19138.09,1025.43,A,3.47,0.6,2.082
2123,M,married,65.42,1,retired,tertiary,3746.48,19887.25,1050.8,A,3.46,0.6,2.076
1301,F,married,36.1,2,IT,secondary,2456.04,16038.8,1423.61,A,3.46,0.6,2.076
4364,M,married,40.24,1,government,secondary,1765.29,19167.67,849.43,A,3.46,0.6,2.076
